date,USA_cli,GBR_cli,DEU_cli,CAN_cli,JPN_cli,FRA_cli,AUS_cli,USA_unrate,GBR_unrate,DEU_unrate,CAN_unrate,JPN_unrate,FRA_unrate,AUS_unrate,USA_ip,GBR_ip,DEU_ip,CAN_ip,JPN_ip,FRA_ip,AUS_ip,USA_cpi,GBR_cpi,DEU_cpi,JPN_cpi,FRA_cpi,AUS_cpi,USA_ir3m,GBR_ir3m,DEU_ir3m,CAN_ir3m,JPN_ir3m,FRA_ir3m,AUS_ir3m,USA_irlt,GBR_irlt,DEU_irlt,CAN_irlt,JPN_irlt,FRA_irlt,AUS_irlt
1985-02-01,100.256,100.1603,100.5823,99.34683,99.55061,98.37589,100.5816,7.2,11.2,,10.8,2.6,10.4,8.38908,54.79869,65.05179,64.35943499999999,68.22037,100.72895,81.17226,66.71296,3.515625,5.395821,2.275313,1.5,6.396149,,8.69,,6.16,10.575,,10.63,13.81,11.51,11.49,7.6,11.855,,12.25,13.7
1985-03-01,100.2135,100.0251,100.565,99.51582,99.75536,98.5115,100.6377,7.2,11.2,,11.0,2.6,10.4,8.664977,54.91486,66.75576,77.43822499999999,68.43073,104.13086,82.62453,67.7928,3.703704,6.088751,2.5,1.8,6.420765,,9.02,,6.39,11.3,,10.73,15.29,11.86,11.33,7.7,12.16,,12.27,13.8
1985-04-01,100.1791,99.89253,100.5486,99.70847,99.84354,98.59846,100.7346,7.3,11.3,,10.8,2.5,10.4,8.401617,54.21893,69.21463,80.38684,68.17963,99.83587,82.74214,70.72452,3.685742,6.949566,2.497162,2.0,6.517312,,8.49,,6.02,10.1625,,10.48,15.79,11.43,11.07,7.4,11.545,,11.98,13.95
1985-05-01,100.1487,99.77295,100.536,99.91132,99.79602,98.62932,100.8127,7.2,11.3,,10.6,2.6,10.4,8.37548,54.29776,67.44382,80.59418,69.0396,90.46178499999999,82.27562,66.19827,3.77176,7.003049,2.380952,1.8,6.482107,,7.92,,5.84,9.75,,10.18,15.53,10.85,11.23,7.2,11.074,,11.72,13.8
1985-06-01,100.1227,99.68945,100.5273,100.1054,99.63382,98.60425,100.8564,7.4,11.2,,10.7,2.6,10.4,8.573008,55.21208,69.36185,74.417405,69.06922,98.2581,81.3364,68.46896,3.760849,6.953605,2.033898,2.5,6.384408,,7.44,,5.68,9.4875,,10.2,15.75,10.16,11.03,7.1,10.515,,12.12,13.5
1985-07-01,100.0909,99.65092,100.527,100.2857,99.40181,98.55587,100.8516,7.4,11.2,,10.4,2.6,10.4,8.308286,54.01461,66.75576,82.46581,64.30993,102.90525500000001,81.52041,64.83585,3.554275,6.85084,2.149321,2.4,6.074766,,7.64,,5.34,9.26,,9.98,15.14,10.31,10.77,6.9,10.594,,11.87,13.4
1985-08-01,100.0623,99.66161,100.5232,100.4518,99.14306,98.54877,100.7962,7.1,11.2,,10.3,2.5,10.4,8.154869,54.27102,74.88363,75.681175,66.57186,88.28961,65.22665,67.30839,3.349282,6.190601,2.040816,2.3,5.64409,,7.81,,4.79,9.1125,,9.81,16.25,10.33,10.69,6.7,10.595,,11.96,13.95
1985-09-01,100.0421,99.6912,100.5091,100.593,98.89705,98.62333,100.6691,7.1,11.2,,10.2,2.7,10.4,8.056966,55.03618,67.95692,76.354255,70.32473,103.17151,80.45133,65.31522,3.142857,5.870531,2.038505,1.7,5.287508,,7.93,,4.71,9.0625,,9.62,16.78,10.37,10.68,6.5,10.7925,,11.97,13.8
1985-10-01,100.0365,99.72982,100.4701,100.6984,98.67563,98.78514,100.4807,7.1,11.2,,10.3,2.7,10.4,7.848611,54.68743,67.05647,83.61963,70.97581,101.91772499999999,85.74482,68.43869,3.22887,5.43997,1.576577,2.3,4.924491,,7.88,,4.84,8.71,,9.32,16.36,10.24,10.52,6.7,10.668,,11.59,14.55
1985-11-01,100.0519,99.75231,100.4,100.7513,98.48248,99.00504,100.2565,7.0,11.1,,10.3,2.8,10.5,7.950161,54.38382,67.85834,80.743845,70.84619,102.81722500000001,82.69968,61.72753,3.51377,5.446579,1.574803,1.9,4.777487,,7.81,,4.88,8.825,,8.96,18.18,9.78,10.69,6.8,10.0175,,11.22,15.05
1985-12-01,100.0839,99.75021,100.312,100.7382,98.34668,99.25425,100.02,7.0,11.2,,10.1,2.8,10.5,7.784441,54.90753,66.15436,70.30452,65.49132,103.10278,82.62453,58.69994,3.798671,5.644866,1.573034,1.9,4.702809,,7.8,,4.86,9.2375,,8.95,19.56,9.26,10.78,6.6,9.72,,11.33,14.85
1986-01-01,100.1105,99.72337,100.2219,100.6816,98.28018,99.51893,99.79605,6.7,11.2,,9.8,2.7,10.4,7.804358,55.24535,73.75666,74.82392999999999,65.84885,88.325605,84.19054,60.02198,3.886256,5.482456,1.340782,1.5,4.223522,,7.82,12.863,4.72,10.16,,8.96,18.97,9.19,11.13,6.5,10.042,,10.79,14.1
1986-02-01,100.1197,99.71317,100.1344,100.6178,98.2747,99.76605,99.56547,7.2,11.1,,9.9,2.6,10.3,8.00238,55.39192,69.96705,71.54191,70.74101,100.97799499999999,82.27562,54.09295,3.113208,5.114254,0.778643,1.8,3.425986,,7.69,12.71875,4.54,11.725,,8.81,18.29,8.7,10.73,6.4,9.9675,,10.1,13.7
1986-03-01,100.112,99.74336,100.0565,100.574,98.31669,99.96353,99.33488,7.2,11.2,,9.8,2.7,10.4,7.926239,54.70332,68.05881,78.88627,70.14622,103.33525,81.88845,52.35714,2.255639,4.202586,0.1108647,1.3,2.952503,,7.24,11.77679,4.56,11.025,,8.31,16.44,7.78,9.69,6.1,9.4025,,9.29,12.6
1986-04-01,100.0966,99.80843,99.98969,100.5466,98.40358,100.0894,99.11547,7.1,11.3,,9.7,2.8,10.4,7.900575,55.10735,74.19617,86.08109,71.19655,100.627365,85.4978,51.19656,1.590271,3.059072,0.0,1.0,2.613129,,6.6,10.5767,4.53,9.55,,7.61,15.76,7.3,8.94,5.7,8.848,,8.56,12.25
1986-05-01,100.0785,99.85638,99.91439,100.5211,98.50912,100.1575,98.92802,7.2,11.3,,9.5,2.7,10.5,7.84623,54.93436,67.8066,83.62833,70.10992,94.04719499999999,82.71877,49.07724,1.491146,2.731092,0.0,1.1,2.346227,,6.65,10.26705,4.62,8.575,,7.24,14.73,7.71,9.15,6.1,8.9325,,8.58,12.65
1986-06-01,100.0465,99.89884,99.83638,100.4909,98.61423,100.1888,98.79031,7.2,11.3,,9.6,2.8,10.5,7.654387,55.90992,68.76044,85.61706,69.83956,105.80777499999999,83.18162,55.46546,1.765799,2.515723,0.0,0.6,2.274163,,6.73,9.82292,4.65,8.7,,7.24,14.68,7.8,9.45,6.2,9.12,,8.65,12.95
1986-07-01,99.99715,99.93304,99.74014,100.4797,98.70818,100.2104,98.73288,7.0,11.3,,9.6,2.9,10.6,8.106526,54.74742,68.15903,84.841385,63.69285,102.869005,82.16447,54.84985,1.576994,2.415966,-0.3322259,0.1,2.013845,,6.37,10.03805,4.65,8.47,,7.13,14.85,7.3,9.61,6.1,8.872,,8.55,14.2
1986-08-01,99.94558,99.97454,99.61847,100.5112,98.77589,100.2196,98.78328,6.9,11.3,,9.6,2.8,10.6,8.238532,54.89909,74.99358,79.179125,65.30521,88.08617000000001,65.89832,49.97038,1.574074,2.408377,-0.3333333,0.1,2.011314,,5.92,9.89435,4.61,8.5125,,7.11,17.37,7.17,9.66,5.9,8.825,,8.05,14.1
1986-09-01,99.90099,100.0475,99.48194,100.6029,98.81623,100.2023,98.94527,7.0,11.3,,9.5,2.8,10.7,8.337688,56.14589,68.67158,84.13651999999999,69.59735,102.473035,84.83722,50.33874,1.754386,3.039832,-0.3329634,0.5,2.259887,,5.71,10.18892,4.53,8.35,,7.08,18.08,7.45,10.28,6.0,9.0025,,8.51,13.85
1986-10-01,99.87405,100.1951,99.33359,100.7703,98.83536,100.1681,99.17796,7.0,11.2,,9.4,2.7,10.8,8.309752,56.29197,70.16371,89.658145,69.92178,105.18631500000001,87.68669,50.16718,1.471941,3.033473,-0.7760532,-0.3,2.190238,,5.69,11.1644,4.64,8.44,,7.41,16.82,7.43,10.92,6.3,9.166,,8.97,13.6
1986-11-01,99.88738,100.4406,99.18481,101.0184,98.86302,100.1377,99.42278,6.9,11.2,,9.4,2.8,10.8,8.318656,55.42672,69.86301,85.66609,69.53587,99.186165,84.74285,50.97454,1.284404,3.54536,-0.9966778,0.0,2.123673,,5.76,11.24609,4.73,8.3875,,7.51,15.9,7.25,11.08,6.4,8.9025,,9.49,13.6
1986-12-01,99.96754,100.7936,99.05895,101.3464,98.93308,100.1251,99.64152,6.6,11.2,,9.5,2.9,10.9,8.363222,55.96941,70.16371,89.48122000000001,64.31275,102.367935,84.83722,52.13007,1.097896,3.75,-0.9955752,-0.3,2.121023,,6.04,11.40421,4.84,8.36,,8.104,15.53,7.11,10.98,6.2,8.666,,9.89,13.4
1987-01-01,100.1246,101.2654,98.97436,101.7268,99.04716,100.1321,99.84713,6.6,11.1,,9.5,3.0,10.8,8.185802,55.77041,73.20692,63.38172,64.99047,90.06022999999999,81.62411,48.64329,1.459854,3.950104,-0.7717751,-1.1,2.992519,,5.87,11.10085,4.54,7.925,,8.5817,15.86,7.08,10.27,6.1,8.33,,8.86,13.8
1987-02-01,100.3355,101.6734,98.9633,102.108,99.22061,100.1701,100.0675,6.6,11.0,,9.5,2.9,10.8,8.210242,56.79984,77.31996,71.726995,72.12022,104.287935,82.93185,50.09653,2.1043,3.933748,-0.5518764,-1.0,3.4375,,6.1,10.89219,4.03,7.4375,,8.4777,16.7,7.25,9.97,6.1,8.4575,,9.12,14.0
1987-03-01,100.5554,102.0951,99.01675,102.4463,99.48363,100.2191,100.3191,6.6,10.9,,9.4,2.9,10.8,8.43431,57.09205,70.76512,75.15331,72.36909,105.153205,87.31955,50.48507,3.033088,4.033092,-0.2214839,-0.5,3.30424,,6.17,10.0142,4.04,7.175,,7.9622,16.41,7.25,9.11,6.0,8.2825,,8.67,13.45
1987-04-01,100.7561,102.5036,99.11111,102.7016,99.84656,100.2488,100.5888,6.3,10.8,,9.2,2.9,10.7,8.300104,56.97437,70.16371,90.8755,72.05874,99.57496499999999,86.52834,48.80981,3.775322,4.19652,0.0,0.1,3.478261,,6.52,9.83097,3.91,7.62,,8.0,15.08,8.02,9.14,5.8,8.828,,8.69,13.05
1987-05-01,100.9219,102.8438,99.22428,102.853,100.281,100.2423,100.8538,6.3,10.6,,8.9,3.1,10.7,8.201519,57.65925,75.07459,91.143305,71.92171,95.18218,84.04399,51.35803,3.856749,4.192229,0.0,0.0,3.407683,,6.99,8.86792,3.81,8.25,,8.2203,14.14,8.61,8.8,5.7,9.5925,,8.94,13.0
1987-06-01,101.0371,103.0473,99.33928,102.8987,100.732,100.2252,101.0819,6.2,10.5,,8.9,3.0,10.6,8.009217,59.15617,71.16605,87.132845,72.52687,107.47855,87.72884,50.98967,3.652968,4.192229,0.110742,0.3,3.273626,,6.94,8.93608,3.73,8.4625,,8.3318,13.68,8.4,8.93,6.0,9.3325,,9.32,12.8
1987-07-01,101.0829,103.0725,99.42345,102.8423,101.1398,100.2191,101.2399,6.1,10.3,,8.7,2.8,10.6,8.073475,58.05227,72.36886,92.383425,66.76221,110.14018999999999,82.99256,52.41769,3.926941,4.410256,0.4444444,0.1,3.392967,,6.7,9.24796,3.86,8.64,,7.9541,12.99,8.45,9.29,6.3,9.574,,9.37,12.95
1987-08-01,101.0382,102.9406,99.47515,102.6921,101.4632,100.2192,101.2883,6.0,10.1,,8.6,2.8,10.6,8.104599,58.65075,73.8941,82.961315,70.11847,92.786885,67.91332,53.90625,4.284412,4.396728,0.6688963,0.4,3.512015,,6.75,10.0997,4.0,9.1375,,8.004,12.54,8.76,10.13,6.5,10.095,,9.83,12.95
1987-09-01,100.9082,102.6968,99.48989,102.4764,101.6829,100.2265,101.2166,5.9,10.0,,8.4,2.7,10.5,7.75483,59.68989,80.98569,86.84769,74.48679,110.069215,86.44148,55.15766,4.355717,4.170906,0.4454343,0.8,3.192142,,7.37,10.19602,4.04,9.36,,7.9766,11.7,9.42,10.21,6.7,10.722,,10.25,12.5
1987-10-01,100.723,102.3701,99.46404,102.2437,101.8078,100.2541,101.1009,6.0,9.8,,8.3,2.7,10.5,8.085565,60.86624,72.56933,94.56970000000001,75.12899,110.931745,89.82612,58.57883,4.533092,4.467005,0.8938547,0.7,3.184323,,8.02,10.0277,4.74,9.1625,,8.3276,11.99,9.52,10.14,6.9,10.4375,,10.7,13.65
1987-11-01,100.5352,102.0248,99.4256,102.0387,101.8676,100.2952,101.0124,5.8,9.6,,8.2,2.7,10.5,7.930696,59.9412,72.46909,92.02554,75.92007,112.437585,89.8528,61.10183,4.528986,4.128902,1.006711,0.7,3.180428,,7.24,8.99851,3.98,8.775,,8.787,12.45,8.86,9.23,6.4,9.875,,9.96,13.3
1987-12-01,100.4035,101.7132,99.424,101.8785,101.8755,100.3468,101.0073,5.7,9.4,,8.0,2.7,10.5,7.728134,60.33451,73.17073,91.202,69.83109,110.39217,87.95138,62.1413,4.434389,3.714859,1.005587,0.8,3.115455,,7.66,7.97283,3.71,8.97,,8.6043,11.46,8.99,9.63,6.5,10.122,,9.98,12.85
1988-01-01,100.3354,101.4709,99.49928,101.7435,101.8688,100.4098,101.0829,5.7,9.2,,8.1,2.7,10.3,7.630591,60.19361,82.36586,67.72263000000001,70.71725,96.4576,86.2513,66.77856,4.046762,3.3,0.8888889,0.9,2.360775,,6.92,8.88691,3.46,8.7125,,8.3286,11.05,8.67,9.71,6.5,9.715,,9.81,12.4
1988-02-01,100.3224,101.3126,99.64517,101.6204,101.8594,100.4956,101.2059,5.7,9.1,,7.8,2.7,10.3,7.416121,60.42124,82.18096,75.59598,77.3615,116.85245,89.27254,66.89462,3.942652,3.107825,0.9988901,0.7,2.356495,,6.6,9.28795,3.37,8.55,,7.6767,10.95,8.21,9.52,6.3,9.2,,9.13,12.3
1988-03-01,100.3528,101.241,99.83544,101.5054,101.8362,100.6218,101.3736,5.7,8.9,,7.8,2.6,10.2,7.502586,60.82608,76.00143,81.38248,77.90815,119.79169999999999,93.00275,67.16206,3.925067,3.340723,0.9988901,0.7,2.534701,,6.63,8.91304,3.44,8.59,,8.0388,10.95,8.37,9.22,6.2,9.422,,9.26,11.9
1988-04-01,100.412,101.2451,100.0397,101.3952,101.8162,100.7893,101.5697,5.4,8.8,,7.7,2.5,10.2,7.912768,61.09145,75.78911,86.69660999999999,77.92,113.222105,88.42322,70.88599,3.90417,3.42073,0.9966778,0.3,2.460984,,6.92,8.37426,3.43,8.8625,,8.1286,11.39,8.72,9.2,6.3,9.6925,,9.2,11.5
1988-05-01,100.487,101.279,100.2262,101.3006,101.8065,100.9942,101.7747,5.6,8.7,,7.8,2.5,10.1,7.450922,61.19428,84.76624,91.00646,78.01407,105.545645,89.06988,70.83048,3.890363,3.751535,1.218162,0.2,2.516477,,7.24,8.06676,3.58,9.0375,,7.9335,12.28,9.09,9.41,6.6,9.9425,,9.25,12.3
1988-06-01,100.5564,101.278,100.3765,101.2261,101.7799,101.2263,101.9804,5.4,8.5,,7.6,2.4,10.1,7.583298,62.67955,74.67424,89.61338,78.19332,118.37235000000001,91.42268,74.58974,3.964758,4.183834,1.216814,0.2,2.631579,,7.51,8.97514,3.93,9.37,,7.3927,13.1,8.92,9.51,6.6,9.722,,8.96,11.95
1988-07-01,100.5984,101.2234,100.4812,101.151,101.7083,101.4756,102.1683,5.4,8.4,,7.8,2.5,10.0,6.755384,61.00385,75.07517,88.65456499999999,70.77884,118.58945,86.94897,76.34574,4.130053,4.286175,1.216814,0.5,2.74463,,7.94,10.57366,4.93,9.4125,,7.4456,13.08,9.06,9.84,6.7,9.9,,8.98,11.95
1988-08-01,100.6173,101.1159,100.5598,101.0795,101.601,101.7204,102.3021,5.6,8.3,,7.8,2.6,10.0,7.067866,61.42885,90.50832,84.567035,74.40204,99.09266,71.49557,84.823,4.020979,4.626928,1.218162,0.7,2.797619,,8.35,11.44429,5.37,9.91,,7.746,13.32,9.26,9.91,6.8,10.242,,9.24,11.8
1988-09-01,100.6222,100.9575,100.6077,101.0076,101.4756,101.9538,102.3485,5.4,8.4,,7.8,2.5,10.0,6.933939,62.5791,88.70979,92.561745,78.22591,122.75630000000001,90.68806,80.36739,4.173913,4.750591,1.441242,0.6,2.97442,,8.23,12.19034,5.02,10.475,,7.9904,13.64,8.98,10.1,6.6,10.15,,9.01,11.95
1988-10-01,100.6217,100.7845,100.6297,100.9314,101.3793,102.1607,102.284,5.4,8.0,,7.8,2.4,9.9,6.817587,62.94959,75.67658,86.690725,77.99036,119.22104999999999,90.31412,79.15131,4.249783,4.883745,1.439646,1.1,2.967359,,8.36,12.0439,5.1,10.4375,,8.0152,14.0,8.8,9.69,6.4,9.8475,,8.76,11.9
1988-11-01,100.616,100.6509,100.643,100.8455,101.3515,102.3118,102.1156,5.3,7.9,,7.8,2.4,9.9,6.612247,61.77015,76.47845,89.22807,77.76667,124.20935,93.17725,79.92335,4.2461,5.01561,1.771872,1.2,2.963841,,8.78,12.31818,4.95,10.85,,8.1401,14.73,8.96,9.86,6.4,10.02,,8.74,12.35
1988-12-01,100.5972,100.5647,100.6394,100.7315,101.3882,102.397,101.8722,5.3,7.7,,7.5,2.4,9.9,6.832599,62.06651,75.97728,87.488065,71.14626,120.03985,92.3867,78.71736,4.419411,5.117271,1.880531,1.0,3.080569,,9.25,13.15767,5.39,11.1125,,8.4698,15.11,9.11,10.14,6.5,10.1175,,8.69,12.95
1989-01-01,100.5428,100.535,100.6237,100.5614,101.4699,102.4151,101.581,5.4,7.6,,7.5,2.3,9.8,6.807445,62.55399,82.64826,79.97652,72.68247,101.3692,92.42046,77.73339,4.667243,5.7,2.312775,1.1,3.31165,,9.2,13.16122,5.7,11.2875,,8.6835,15.56,9.09,9.96,6.7,10.12714,4.8,8.57,13.3
1989-02-01,100.4346,100.5424,100.6189,100.3213,101.5683,102.3668,101.296,5.2,7.5,,7.6,2.3,9.7,6.637,61.94932,83.77785,79.584295,79.68882,113.292,90.18674,78.57102,4.827586,5.8,2.417583,1.0,3.423849,,9.51,13.06406,6.43,11.5625,,9.2355,16.54,9.17,9.72,6.9,10.2555,4.894,8.95,13.65
1989-03-01,100.28,100.5588,100.631,100.0271,101.6389,102.2787,101.0392,5.0,7.4,,7.5,2.4,9.7,6.343123,61.88943,82.78155,92.71796,79.49105,122.5918,95.39356,77.07742,4.978541,5.9,2.527472,1.1,3.413773,,10.09,13.0625,6.67,12.21,,9.158,17.25,9.36,9.88,7.0,10.56318,5.147,9.08,13.65
1989-04-01,100.1059,100.592,100.6565,99.71689,101.6242,102.1828,100.802,5.2,7.2,,7.8,2.4,9.7,6.200099,62.54024,87.20313,91.660045,79.59104,132.07495,93.04727,80.50364,5.123826,5.6,2.960526,2.4,3.573521,,9.94,13.18359,6.48,12.475,,8.7464,17.46,9.18,10.18,6.9,10.326,5.221,8.86,13.4
1989-05-01,99.939,100.6006,100.6861,99.43522,101.5436,102.0992,100.5837,5.2,7.1,,7.7,2.3,9.7,6.279341,61.66034,83.77785,90.694245,79.19032,127.16550000000001,91.76896,75.83105,5.361702,5.9,2.844639,2.9,3.740503,,9.59,13.22215,7.02,12.402,,8.9219,17.52,8.86,10.17,7.1,9.900455,5.174,8.82,13.9
1989-06-01,99.80979,100.5502,100.7144,99.21714,101.4377,102.049,100.3913,5.3,7.0,,7.5,2.2,9.6,6.011786,63.17729,78.98504,92.32426000000001,78.48812,139.9798,93.8623,71.50665,5.169491,5.8,2.84153,3.0,3.554779,,9.2,14.18253,7.02,12.3125,,8.9995,18.37,8.28,10.55,6.9,9.432727,5.225,8.67,13.5
1989-07-01,99.73042,100.4507,100.726,99.07311,101.3423,102.0262,100.2167,5.2,7.0,,7.5,2.2,9.6,6.042033,60.86016,75.67658,86.47578999999999,69.87254,138.76184999999998,90.35332,61.60138,4.978903,5.7,2.73224,3.0,3.484321,,8.76,13.96317,7.09,12.225,,9.1782,18.06,8.02,10.15,6.8,9.3245,5.04,8.55,13.35
1989-08-01,99.69926,100.3025,100.7269,98.9875,101.288,102.0134,100.0484,5.2,7.0,,7.3,2.2,9.6,5.943442,61.83233,90.50832,87.848805,75.82222,109.80785,72.68964,61.97478,4.705883,5.5,2.844639,2.6,3.358425,,8.64,13.89572,7.07,12.292,,9.0973,17.96,8.11,9.91,6.8,9.350909,4.883,8.35,12.95
1989-09-01,99.70148,100.1032,100.732,98.93822,101.2796,102.0007,99.87212,5.3,6.9,,7.3,2.2,9.6,6.030522,62.60461,77.15879,89.19267500000001,78.6059,141.61585000000002,92.6698,61.86882,4.340568,5.7,2.84153,2.6,3.350664,,8.78,14.07217,7.41,12.3275,,9.3491,18.12,8.19,10.21,7.0,9.5465,5.096,8.55,13.65
1989-10-01,99.71574,99.89317,100.7525,98.89891,101.3201,101.9861,99.67726,5.3,6.8,,7.2,2.2,9.6,5.923865,62.53217,76.47845,92.57039,78.19925,141.36665,93.70785,60.43071,4.492513,5.8,3.056769,2.9,3.573487,,8.6,15.06818,8.13,12.33,,10.0217,18.36,8.01,10.45,7.2,9.4905,5.156,8.81,13.55
1989-11-01,99.73942,99.72445,100.8015,98.8516,101.3981,101.9735,99.47112,5.4,6.8,,7.5,2.2,9.6,5.786287,61.28257,77.07985,90.41076,78.79404,144.4538,94.65154,61.72248,4.655029,5.7,2.937976,2.3,3.626943,,8.39,15.15412,8.29,12.352,,10.5083,18.25,7.87,10.55,7.5,9.488571,5.371,9.05,13.1
1989-12-01,99.76953,99.59843,100.8784,98.77709,101.4989,101.9527,99.25256,5.4,6.8,,7.7,2.1,9.6,5.848249,61.44558,76.97962,85.79369,70.81464,142.91469999999998,92.37753,57.22651,4.647303,5.8,3.040174,2.6,3.563218,,8.32,15.15179,8.11,12.345,,10.8863,17.89,7.84,10.56,7.5,9.581053,5.52,9.12,12.9
1990-01-01,99.80344,99.49117,100.9752,98.66865,101.5944,101.9232,99.02612,5.4,6.8,,7.9,2.2,9.5,6.112823,61.26972,84.65982,83.17104,70.01868,111.4816,92.66345,56.96917,5.202312,5.9,2.691066,3.0,3.434459,,8.16,15.19837,8.3,12.244,,11.3332,17.33,8.21,10.89,7.695,9.837728,6.449,9.54,12.8
1990-02-01,99.8335,99.40015,101.0916,98.54701,101.666,101.8729,98.80653,5.3,6.8,,7.7,2.2,9.5,6.391056,62.09919,76.28774,83.064955,78.3548,134.51525,92.64749,60.08254,5.263158,6.3,2.7897,3.6,3.356666,,8.22,15.14922,8.31,12.8425,,11.046,16.2,8.47,11.33,8.575,10.283,6.778,9.97,13.3
1990-03-01,99.83252,99.36288,101.2281,98.40092,101.7078,101.7931,98.59621,5.2,6.7,,7.3,2.0,9.5,6.18736,62.50566,80.21609,99.050205,78.62293,146.3217,95.60742,59.64858,5.233034,6.2,2.679528,3.5,3.310284,,8.35,15.31676,8.48,13.3575,,10.6716,15.84,8.59,12.42,8.645,10.80591,6.899,9.98,13.44
1990-04-01,99.75723,99.3943,101.3701,98.21983,101.7203,101.6703,98.39391,5.4,6.8,,7.6,2.1,9.4,6.279291,62.14373,77.69646,95.765345,77.54001,142.70680000000002,92.97334,54.97095,4.711617,7.7,2.236422,2.5,3.236866,,8.42,15.25744,8.27,13.515,,10.0167,15.14,8.79,12.74,8.7625,11.5185,6.906,9.59,13.78
1990-05-01,99.58612,99.44064,101.499,98.00839,101.7027,101.5059,98.20676,5.4,6.7,,7.8,2.1,9.4,6.504076,62.51074,79.23864,98.508965,77.77186,140.4862,93.37333,55.80859,4.361874,8.2,2.340425,2.7,2.983006,,8.35,15.19429,8.33,13.76,,9.8143,15.05,8.76,12.41,8.715,11.145,6.508,9.56,13.51
1990-06-01,99.29954,99.44415,101.5959,97.75934,101.6541,101.2798,98.01806,5.2,6.7,,7.6,2.2,9.4,6.608483,64.17139,76.96347,93.852795,77.78889,152.29595,95.85099,54.96591,4.67365,8.2,2.337938,2.2,2.85179,,8.23,15.01302,8.3,13.8175,,10.0737,15.02,8.48,11.8,8.8325,10.74,6.421,9.69,13.4
1990-07-01,98.90329,99.38274,101.6488,97.4832,101.5681,100.9843,97.81808,5.5,6.8,,7.9,2.1,9.3,7.096597,62.38907,75.58913,101.14155,69.70013,150.7572,93.14895,52.95761,4.823151,8.2,2.446809,2.3,2.593738,,8.1,14.9858,8.26,13.675,,10.0501,14.83,8.47,11.84,8.545,10.65429,6.772,9.59,13.16
1990-08-01,98.42859,99.2597,101.6315,97.20736,101.4323,100.6321,97.61324,5.7,6.8,,8.1,2.0,9.3,7.211017,63.17231,77.28032,100.57338,73.45013,123.70365000000001,75.58556,53.86588,5.617978,8.9,2.765957,2.9,3.091928,,7.97,15.01664,8.45,13.256,,10.1915,13.92,8.75,12.15,8.9975,10.705,7.62,10.06,13.49
1990-09-01,97.94815,99.09236,101.5213,96.97681,101.2401,100.2643,97.42726,5.9,6.9,,8.5,2.1,9.3,7.373744,64.13152,76.41373,96.621685,74.11273,149.7667,94.07575,53.27551,6.16,9.2,2.975558,3.0,3.591371,,8.06,14.95117,8.47,12.755,,10.3466,13.52,8.89,12.1,9.105,10.97947,8.032,10.49,13.63
1990-10-01,97.53104,98.91068,101.3231,96.83033,100.988,99.9493,97.29444,5.9,7.0,,8.8,2.2,9.3,7.63715,63.51241,72.79462,106.4091,73.85052,150.75395,96.76711,53.29569,6.289809,9.2,3.389831,3.5,3.584381,,8.06,14.06216,8.6,12.578,,10.0364,13.07,8.72,11.74,9.0675,11.18273,7.6,10.38,13.35
1990-11-01,97.2426,98.73544,101.0583,96.78749,100.7017,99.72134,97.23883,6.2,7.1,,9.1,2.0,9.3,7.94565,61.36628,69.22131,104.4991,72.24244,145.66065,95.35233,55.83382,6.274821,9.2,2.959831,4.2,3.245483,,8.03,13.68111,8.88,12.405,,10.003,12.41,8.39,11.37,8.9325,10.61857,7.08,10.21,12.23
1990-12-01,97.12814,98.61864,100.7519,96.8629,100.4218,99.59057,97.27555,6.3,7.4,,9.5,2.0,9.3,8.01965,60.83654,65.92288,81.40053499999999,66.17151,145.84945,91.7639,50.56076,6.106265,9.2,2.739726,3.8,3.055406,,7.82,13.8817,9.21,12.05,,10.2737,12.19,8.08,10.84,8.845,10.25474,6.454,9.94,12.07
1991-01-01,97.18746,98.59075,100.4345,97.05363,100.1662,99.53928,97.41483,6.4,7.5,5.2,9.8,2.0,9.2,8.396118,60.54702,74.51702,98.38743,63.500855,113.70515,94.12033,53.28055,5.651491,8.6,2.830189,4.0,3.342367,,7.17,14.01087,9.35,11.366,,10.2747,11.93,8.09,10.59,8.9275,10.11636,6.432,9.77,11.52
1991-02-01,97.40371,98.69862,100.1525,97.35066,99.94279,99.55369,97.65416,6.6,7.7,5.2,10.2,2.1,9.3,8.616289,60.17751,59.82994,95.18565,66.68256,126.21825000000001,92.65367,53.88607,5.3125,8.2,2.848652,3.6,3.395433,,6.52,13.29532,9.08,10.52,,9.7937,11.62,7.85,10.13,8.35,9.551,6.309,9.12,11.53
1991-03-01,97.72501,98.93142,99.94348,97.73073,99.74599,99.60913,97.96919,6.8,8.1,5.3,10.5,2.2,9.3,9.184963,59.75383,74.97495,107.1053,66.604635,133.75995,95.83143,51.74152,4.895105,8.3,2.848652,3.6,3.342326,,6.45,12.4628,9.09,9.9575,,9.4259,11.49,8.11,10.29,8.4275,9.621,6.591,9.05,11.38
1991-04-01,98.09102,99.20345,99.81988,98.15281,99.56706,99.66481,98.31434,6.7,8.3,5.3,10.3,2.1,9.4,9.861317,60.02242,58.22653,105.3603,67.40262999999999,132.33499999999998,91.94968,52.11997,4.88751,8.0,3.081268,3.4,3.085408,,6.06,12.01492,9.18,9.7075,,9.3466,11.36,8.04,10.19,8.3575,9.520454,6.64,8.9,10.98
