date,USA_cli,GBR_cli,DEU_cli,CAN_cli,JPN_cli,FRA_cli,AUS_cli,USA_unrate,GBR_unrate,DEU_unrate,CAN_unrate,JPN_unrate,FRA_unrate,AUS_unrate,USA_ip,GBR_ip,DEU_ip,CAN_ip,JPN_ip,FRA_ip,AUS_ip,USA_cpi,GBR_cpi,DEU_cpi,JPN_cpi,FRA_cpi,AUS_cpi,USA_ir3m,GBR_ir3m,DEU_ir3m,CAN_ir3m,JPN_ir3m,FRA_ir3m,AUS_ir3m,USA_irlt,GBR_irlt,DEU_irlt,CAN_irlt,JPN_irlt,FRA_irlt,AUS_irlt
1970-01-01,98.53214,96.91327,101.0704,98.59004,101.5048,100.6587,100.9705,3.9,,,4.5,1.1,,,37.62907,47.30154,56.900845000000004,41.39483,56.97878,65.4875,66.41525,6.179775,4.957397,2.981651,7.751277,5.590551,,8.91,,9.29,9.065,,10.35,5.8,7.79,8.89,7.6,8.34,,8.74,5.95
1970-02-01,98.21946,97.12396,100.7604,98.303,101.559,100.456,100.6929,4.2,,,4.9,1.1,,,37.65511,48.43113,59.05157,43.54691,65.776645,68.41686,67.78271,6.145251,4.930663,2.739726,7.751277,5.581577,,8.58,,9.51,8.575,,9.86,6.3,7.24,8.68,7.8,8.21,,8.84,5.96
1970-03-01,97.94032,97.29564,100.5273,98.0291,101.5073,100.2322,100.3764,4.4,,,5.2,1.0,,,37.75623,50.6903,62.09788,43.37265,72.436885,68.28667,64.13951,5.817174,5.14198,2.961276,7.717095,5.407702,,8.08,,9.81,8.2375,,9.55,7.15,7.07,8.54,8.1,8.05,,8.76,6.05
1970-04-01,97.72107,97.38042,100.3617,97.78548,101.3446,99.99127,100.0545,4.6,,,5.4,1.2,,,37.49081,49.27832,64.55096499999999,43.25465,70.859225,69.19802,68.23685,6.060606,5.618831,3.416857,7.683598,5.448477,,7.51,,9.86,7.738,,8.95,8.6,7.39,8.55,8.1,7.88,,8.63,6.94
1970-05-01,97.59083,97.36708,100.2531,97.5973,101.0845,99.7545,99.79189,4.8,,,5.8,1.1,,,37.50864,45.88346,63.427385,43.04206,72.15971,67.24512,54.66315,6.043956,6.08365,3.181818,7.245587,5.382854,,8.08,,9.93,7.855,,9.02,9.1,7.91,8.8,8.4,8.18,,8.62,6.85
1970-06-01,97.54118,97.29635,100.1789,97.4753,100.7718,99.53884,99.61903,4.9,,,6.1,1.1,,,38.27122,46.64536,66.26023,41.52553,75.04491,68.09138,56.96412,6.010929,5.904618,3.409091,7.066993,5.480365,,8.07,,9.88,7.3275,,9.59,8.7,7.84,8.85,8.7,8.06,,8.55,6.86
1970-07-01,97.54273,97.17733,100.1274,97.40514,100.4184,99.38211,99.53273,5.0,,,6.4,1.2,,,37.38573,48.71352,69.10397,39.4004,76.763505,64.46283,53.53285,5.978261,6.66162,3.409091,5.746265,5.20469,,8.01,,9.59,7.624,,9.1,7.4,7.46,8.5,8.7,7.97,,8.46,6.89
1970-08-01,97.58675,97.04229,100.0797,97.39664,100.0419,99.32584,99.51565,5.1,,,6.1,1.2,,,37.31908,47.44274,59.21088,40.92434,69.9308,64.46283,58.30635,5.405406,6.828528,3.644647,4.458001,5.382692,,7.72,,9.16,7.6275,,8.64,6.8,7.53,8.33,8.4,7.99,,8.39,6.87
1970-09-01,97.69155,96.94682,100.0194,97.45646,99.6549,99.38449,99.53462,5.4,,,6.0,1.3,,,38.05622,47.58393,63.15854,41.9984,76.01986,66.91963,60.06235,5.660378,7.034796,3.644647,5.386267,5.238048,,7.3,,9.36,6.86,,8.28,6.35,7.39,8.43,8.5,7.92,,8.48,6.87
1970-10-01,97.8896,96.89445,99.95249,97.61749,99.2835,99.53828,99.55249,5.5,,,6.0,1.3,,,37.17825,49.41952,66.90307,42.07247,74.972265,69.84899,62.28763,5.630027,7.357358,3.863636,6.557878,5.015322,,6.76,,9.53,6.835,,8.28,6.4,7.33,8.42,8.7,7.93,,8.47,6.88
1970-11-01,98.21911,96.8983,99.8911,97.9082,98.93903,99.75575,99.53024,5.9,,,6.1,1.3,,,36.17579,48.99592,70.74135000000001,42.5969,74.135805,69.39332,59.24995,5.6,7.865169,4.081633,6.988589,4.953341,,6.08,,8.84,6.12,,7.96,6.2,6.84,8.69,8.6,7.8,,8.41,6.83
1970-12-01,98.67146,96.97794,99.83074,98.32914,98.62821,99.97707,99.45411,6.1,,,6.2,1.2,,,36.92957,49.27832,73.96914000000001,40.54097,76.8151,70.43487,62.45919,5.570292,7.886905,4.054054,6.971782,4.946662,,5.67,,8.12,5.582,,7.52,6.5,6.39,8.93,8.2,7.26,,8.26,6.81
1971-01-01,99.16394,97.13367,99.75069,98.82507,98.36725,100.1482,99.33644,5.9,,,6.2,1.1,,,37.2136,48.5831,62.052015,40.26242,62.338415,67.6357,62.21194,5.291005,8.487085,4.008909,6.5,4.698672,,5.09,,7.5,5.775,,6.67,6.6,6.24,8.8,7.7,6.69,,8.33,6.85
1971-02-01,99.60385,97.39917,99.64073,99.3335,98.18842,100.2576,99.19659,5.9,,,6.3,1.2,,,37.24144,48.28993,64.117585,44.10453,69.918885,71.08583,59.8151,5.0,8.516887,4.666667,6.0,4.887984,,4.38,,7.47,5.4725,,6.29,7.6,6.11,8.59,7.7,6.81,,8.4,6.85
1971-03-01,99.93262,97.81056,99.48397,99.79002,98.11083,100.2934,99.06104,6.0,,,6.2,1.2,,,37.30205,50.12628,68.24073000000001,44.26137,75.87934,71.28113,58.13479,4.712042,8.759124,4.646018,5.3,4.974619,,3.85,,7.46,4.092,,6.17,8.0,5.7,8.34,7.9,6.8,,8.42,6.84
1971-04-01,100.1467,98.38477,99.27463,100.1747,98.10574,100.2633,98.93718,5.9,,,6.6,1.2,,,37.36622,49.27832,69.08131,44.53164,75.71405,71.67171,63.53399,4.155844,9.417686,4.845815,5.8,5.050505,,4.45,,6.36,3.745,,5.99,7.8,5.83,8.21,7.9,6.83,,8.43,6.85
1971-05-01,100.2568,99.08052,99.02885,100.4767,98.15678,100.1943,98.8149,5.9,,,6.1,1.2,,,37.63026,48.51827,69.054395,45.23828,74.12709,69.19802,55.81868,4.404145,9.820788,5.066079,6.4,5.331992,,4.98,,6.16,3.9025,,6.53,7.8,6.39,8.09,8.0,7.19,,8.46,6.82
1971-06-01,100.2955,99.87405,98.75317,100.7,98.24216,100.1249,98.69648,5.9,,,6.1,1.2,,,38.62727,50.92251,68.19892,45.60271,78.97195500000001,71.34622,61.50046,4.639175,10.29307,5.274725,6.9,5.310621,,5.4,,6.8,3.91,,6.95,8.15,6.52,8.14,8.2,7.25,,8.45,6.83
1971-07-01,100.3044,100.7486,98.45916,100.8536,98.33617,100.0672,98.56738,6.0,,,6.1,1.2,,,37.54815,50.92251,71.96561,41.72031,78.787345,67.77361,60.79402,4.358974,10.14904,5.714286,6.9,5.6,,5.75,,7.66,4.4375,,6.29,6.8,6.73,7.71,8.3,7.41,,8.48,6.81
1971-08-01,100.328,101.6227,98.18239,100.9471,98.41017,100.0001,98.42854,6.1,,,6.0,1.3,,,37.34453,52.38469,63.685370000000006,44.33978,69.773935,67.77361,61.98992,4.615385,10.2983,5.714286,7.0,5.577689,,5.74,,7.56,4.545,,6.41,6.7,6.58,7.69,8.3,7.34,,8.44,6.82
1971-09-01,100.4125,102.4618,97.99984,101.0013,98.47568,99.93053,98.30476,6.0,,,6.2,1.2,,,39.05006,50.81181,67.41924,47.33227,80.771005,71.8019,60.10777,4.081633,9.893993,5.934066,8.0,5.654762,,5.63,,7.59,4.796,,6.41,6.45,6.14,7.47,8.1,7.0,,8.46,6.78
1971-10-01,100.5917,103.2391,97.96693,101.0557,98.55977,99.87588,98.22379,5.8,,,6.3,1.3,,,39.24615,52.38469,69.025585,47.70781,79.65863,74.0152,61.33899,3.807106,9.370629,5.908096,6.5,5.83004,,5.27,,7.8,5.155,,6.18,6.3,5.93,7.24,8.0,6.82,,8.46,6.58
1971-11-01,100.8794,103.951,98.1027,101.1622,98.69287,99.87251,98.22357,6.0,,,6.2,1.3,,,38.50486,54.5968,66.030025,47.18561,94.46965,75.12184,62.13121,3.282828,9.236111,5.664488,5.5,5.807086,,4.87,,6.79,4.605,,5.87,6.0,5.81,7.05,7.9,6.66,,8.45,6.38
1971-12-01,101.2566,104.5947,98.39236,101.334,98.90072,99.93246,98.31148,6.0,,,5.9,1.4,,,38.82613,51.96109,59.65413,43.65444,67.03780499999999,74.66617,62.74177,3.266332,9.034483,5.411255,4.8,5.986261,,4.65,,6.63,4.396,,5.68,5.9,5.93,7.09,7.9,6.54,,8.28,6.15
1972-01-01,101.6516,105.1353,98.79279,101.5341,99.19731,100.064,98.49801,5.8,,,6.0,1.4,,,39.75441,54.12629,64.88053500000001,43.91823,60.614295,73.42932,64.04868,3.266332,8.163265,5.567452,4.1,5.658536,,3.95,,5.19,4.0625,,5.39,5.6,5.95,7.03,7.6,6.66,,8.41,6.14
1972-02-01,102.0044,105.6318,99.25026,101.7175,99.56705,100.2584,98.79591,5.7,,,5.8,1.4,,,40.15561,49.81624,61.178205,47.11047,71.26541499999999,74.53597,64.76521,3.508772,8.11908,5.095541,4.5,5.728155,,3.61,,4.88,4.4975,,5.41,5.5,6.08,7.05,7.3,6.87,,8.33,5.84
1972-03-01,102.2806,106.126,99.73449,101.8724,100.0011,100.5,99.19987,5.8,,,6.1,1.4,,,40.43331,54.7277,73.1964,47.83744,78.445865,76.22849,65.729,3.5,7.583893,5.285412,5.3,5.802708,,4.08,,4.8,5.256,,4.97,5.5,6.07,7.39,7.4,7.07,,8.07,5.84
1972-04-01,102.484,106.5526,100.2146,102.0091,100.4866,100.7851,99.67214,5.7,,,5.8,1.4,,,40.92424,56.13097,67.95815999999999,49.11147,75.980775,76.68417,60.73347,3.491272,6.30749,5.042017,5.0,5.576923,,4.6,,4.78,5.7525,,5.11,5.5,6.19,7.44,7.7,7.32,,7.92,5.85
1972-05-01,102.6402,106.7878,100.6733,102.14,101.0022,101.1059,100.1793,5.7,,,6.1,1.4,,,40.99307,57.23354,71.200605,48.69741,81.365195,76.29359,66.13268,3.225806,6.13577,4.821803,5.2,5.444126,,4.41,,4.71,6.018,,5.42,5.6,6.13,7.85,7.8,7.33,,7.9,5.85
1972-06-01,102.7784,106.7716,101.1107,102.2833,101.521,101.4341,100.6846,5.7,,,6.3,1.4,,,42.00137,57.53425,70.221575,49.32405,82.60087,76.74927,68.59007,2.70936,6.092029,4.80167,4.8,5.613701,,4.64,,4.65,5.515,,4.89,5.75,6.11,8.95,7.9,7.39,,7.83,5.85
1972-07-01,102.935,106.5932,101.5186,102.4731,102.0466,101.7621,101.1805,5.6,,,6.3,1.4,,,40.90592,54.738,66.560415,45.35398,84.13853,74.00566,68.71117,2.948403,5.798969,5.197505,5.0,5.965909,,4.82,,4.65,4.98,,4.85,4.6,6.11,8.9,8.0,7.48,,7.8,5.8
1972-08-01,103.1339,106.3681,101.8919,102.7398,102.6149,102.0787,101.685,5.6,,,6.4,1.4,,,41.47588,57.43401,70.290695,46.45701,77.51326,74.00566,70.67406,2.941176,6.567933,5.197505,5.9,6.132075,,4.85,,4.8,4.836,,4.73,4.6,6.21,9.05,7.9,7.46,,7.86,5.75
1972-09-01,103.3538,106.1577,102.2257,103.0605,103.2364,102.3709,102.1705,5.5,,,6.4,1.5,,,42.79347,57.42897,66.391615,50.81214,84.55145,76.48888,75.37691,3.186275,7.009646,6.016598,3.9,6.29108,,5.13,,5.32,5.025,,4.78,4.5,6.55,9.29,7.9,7.48,,7.83,5.75
1972-10-01,103.5596,106.0167,102.5167,103.392,103.8998,102.6253,102.6102,5.6,,,6.6,1.4,,,43.44128,58.93752,70.45507,51.17509,85.169495,80.1994,74.5191,3.422983,7.86445,5.991735,4.4,6.629318,,5.25,,6.88,5.025,,5.82,4.3,6.48,9.1,8.0,7.34,,7.91,5.77
1972-11-01,103.7238,105.8917,102.7607,103.6894,104.5529,102.8337,103.0038,5.3,,,6.4,1.4,,,43.19051,59.43869,69.23356000000001,51.94469,89.18202,81.37115,78.20771,3.667482,7.628735,6.391753,5.1,6.883721,,5.22,,8.07,5.124,,6.81,5.1,6.28,9.09,8.4,7.18,,8.02,5.76
1972-12-01,103.8107,105.7263,102.9271,103.8975,105.1302,103.0129,103.3274,5.2,,,6.4,1.4,,,43.3157,55.86759,72.831215,48.26931,91.07308499999999,82.21741,75.27599,3.406326,7.653384,6.365503,5.7,6.944445,,5.43,,8.6,5.085,,7.9,4.45,6.36,9.36,8.6,7.12,,8.28,5.78
1973-01-01,103.796,105.4899,102.9597,103.9842,105.5733,103.1835,103.5813,4.9,,,6.1,1.3,,,43.62885,61.74407,68.995815,48.69136,72.166135,78.40025,83.11745,3.649635,7.735849,6.288033,6.7,6.6482,,5.81,,7.89,5.116,,7.72,4.7,6.46,9.17,8.6,7.12,,8.33,5.69
1973-02-01,103.6695,105.2272,102.6385,103.9384,105.8543,103.3061,103.7562,5.0,,,5.9,1.2,,,44.25259,61.2429,73.23118,54.3409,88.739965,80.09196,82.9257,3.874092,7.884856,6.464646,7.0,6.336088,,6.34,,7.96,4.9375,,7.89,4.8,6.64,9.33,8.6,7.18,,8.38,5.76
1973-03-01,103.4284,104.9635,102.1792,103.7773,105.9958,103.4239,103.8818,4.9,,,5.6,1.2,,,44.35935,61.94454,73.15462500000001,54.78828,93.67056500000001,81.131985,88.54694,4.589372,8.172177,6.626506,8.7,6.398538,,7.05,,8.77,5.1025,,7.8,5.45,6.71,9.78,8.6,7.3,,8.53,5.8
1973-04-01,103.0906,104.6918,101.6312,103.5313,105.9782,103.5227,103.9401,5.0,,,5.5,1.3,,,44.20901,61.34314,72.696785,54.01128,90.58043,78.239305,82.54726,5.060241,9.208899,6.8,9.4,6.739526,,7.31,,10.62,5.5825,,7.68,5.8,6.67,9.66,8.8,7.34,,8.62,6.12
1973-05-01,102.6949,104.3909,101.0314,103.2469,105.8385,103.5901,103.9316,4.9,,,5.3,1.4,,,44.63012,61.34314,72.40619,54.0372,95.587445,83.569255,87.99187,5.528846,9.471095,7.6,10.8,7.155797,,7.55,,12.42,6.35,,7.84,6.4,6.85,9.74,9.2,7.58,,8.69,6.2
1973-06-01,102.289,104.019,100.4272,102.9768,105.6143,103.6157,103.8475,4.9,,,5.4,1.4,,,45.71696,62.54594,71.82337,54.35052,94.15128,82.692245,85.54457,5.995204,9.285278,7.768924,11.0,7.387387,,8.16,,13.62,7.085,,8.0,6.4,6.9,9.88,9.9,7.76,,8.88,6.72
1973-07-01,101.9113,103.5027,99.87228,102.7551,105.3501,103.574,103.687,4.8,,,5.3,1.3,,,44.72886,57.51982,65.16432499999999,51.78568,95.35849,78.244235,88.63272,5.727923,9.439708,7.312253,11.7,7.417337,,9.7,,14.3,7.705,,8.94,6.5,7.13,10.43,9.9,7.75,,9.15,6.74
1973-08-01,101.5847,102.7827,99.40598,102.5849,105.0907,103.4429,103.4428,4.8,,,5.3,1.2,,,44.66776,62.24524,63.336995,50.36406,85.8648,76.175685,89.9144,7.380952,8.882175,7.312253,11.9,7.555555,,10.77,,14.57,8.31,,9.41,6.4,7.4,11.22,9.8,7.8,,9.33,6.73
1973-09-01,101.3243,101.8378,99.03679,102.4811,104.8009,103.2295,103.1006,4.8,,,5.6,1.3,,,46.00862,57.27957,63.67172,54.4883,94.03768500000001,81.097465,84.94915,7.36342,9.254807,6.262231,14.2,7.862191,,10.59,,14.25,8.8025,,10.37,9.25,7.09,11.48,9.6,7.82,,9.42,8.38
1973-10-01,101.1131,100.7499,98.76967,102.3985,104.4472,102.9299,102.7029,4.6,,,5.7,1.1,,,46.44072,59.9124,67.04357999999999,55.53937,93.680305,83.04965,86.78589,7.801418,9.899229,6.62768,13.9,8.056042,,9.2,,14.49,9.35,,11.36,9.65,6.79,11.29,9.7,7.63,,9.5,8.35
1973-11-01,100.9053,99.55209,98.62341,102.2797,103.9842,102.5399,102.2749,4.8,,,5.5,1.2,,,45.93603,58.69156,65.38374,56.21119,95.477965,84.15531,79.87289,8.254717,10.33668,7.364341,15.2,8.355091,,9.24,,13.62,9.35,,11.18,9.2,6.73,12.08,9.4,7.37,,9.5,8.35
1973-12-01,100.6834,98.33694,98.60419,102.1136,103.403,102.0878,101.8385,4.9,,,5.4,1.1,,,45.48095,56.30244,64.726795,51.87377,76.067265,80.93678,73.96404,8.705882,10.57579,7.915058,18.3,8.484848,,9.27,,13.2,9.925,,11.36,9.25,6.74,12.64,9.6,7.69,,9.65,8.36
1974-01-01,100.4574,97.27925,98.70031,101.8988,102.6971,101.6126,101.4003,5.1,,,5.3,1.2,,,45.18126,51.1139,59.852695,52.59542,69.060145,85.92793,72.13235,9.389671,11.96731,7.442748,21.9,10.30303,,9.0,,12.09,9.468,,13.43,9.25,6.99,13.0,9.6,7.74,,10.21,8.36
1974-02-01,100.201,96.51038,98.86124,101.6114,101.6379,101.114,100.9145,5.2,,,5.2,1.3,,,45.03815,51.96109,57.513765,57.43559,63.18831,88.46671,69.76073,10.02331,13.1442,7.779886,24.9,11.48532,,8.08,,10.67,8.745,,12.49,9.5,6.96,13.46,9.9,7.73,,10.48,8.36
1974-03-01,99.89317,95.9575,99.02375,101.2344,100.5328,100.5977,100.345,5.1,,,5.2,1.4,,,45.08163,55.57196,69.00310999999999,57.36967,69.364945,86.70909,65.95102,10.39261,13.4872,7.156309,22.8,12.19931,,8.84,,11.2,8.9075,,12.33,10.1,7.21,13.51,10.5,7.92,,10.69,8.37
1974-04-01,99.51692,95.55042,99.12833,100.7614,99.46492,100.0631,99.68097,5.1,,,5.2,1.3,,,44.90862,57.13837,71.42150000000001,56.18749,68.41565,87.36006,67.88363,10.09174,15.16684,7.303371,23.7,13.22526,,10.25,,10.07,10.4175,,12.27,16.25,7.51,13.82,10.4,8.59,,10.7,8.38
1974-05-01,99.07949,95.23586,99.12869,100.2071,98.49219,99.48504,98.92561,5.1,,,5.4,1.3,,,45.39806,58.11808,71.22331,57.19856,66.031795,87.68555,66.56663,10.70615,15.94202,7.063197,22.0,13.52494,,11.2,,9.1,11.782,,12.78,21.75,7.58,13.33,10.6,8.87,,10.8,8.45
1974-06-01,98.59331,94.92621,98.99423,99.59644,97.65664,98.83875,98.113,5.4,,,5.0,1.3,,,46.33525,58.22878,62.46577,56.35193,76.99652,87.88084,60.38025,10.85973,16.53807,6.839187,22.3,13.92617,,11.38,,9.46,11.375,,13.74,18.8,7.54,13.81,10.7,9.26,,11.45,9.52
1974-07-01,98.07168,94.56396,98.72991,98.95782,96.95168,98.14187,97.33022,5.5,,,5.1,1.3,,,45.28199,57.67528,64.209615,51.55487,80.64309499999999,85.10651,60.74356,11.51241,17.08659,6.813996,23.8,14.39268,,12.25,,9.48,11.648,,14.13,15.0,7.81,14.17,10.8,9.66,,11.4,9.5
1974-08-01,97.51785,94.1944,98.35365,98.31052,96.34647,97.43581,96.66683,5.5,,,5.3,1.5,,,44.80116,60.52714,61.95075,51.71958,71.99705499999999,78.31613,47.97722,10.86475,16.86815,6.998158,23.9,14.54545,,12.23,,9.65,11.805,,13.97,14.2,8.04,14.52,10.8,9.73,,11.4,9.5
1974-09-01,96.94318,93.86964,97.91869,97.7028,95.80807,96.77265,96.21119,5.9,,,5.4,1.4,,,45.77024,56.78967,60.74066,55.15864,86.39619,82.3476,44.13218,11.9469,17.10561,7.182321,22.5,14.74201,,11.6,,9.69,11.54,,13.92,12.6,8.04,14.17,10.8,9.76,,11.38,9.5
1974-10-01,96.40237,93.59556,97.50713,97.18549,95.3258,96.21989,95.99378,6.0,,,5.4,1.6,,,45.68398,55.23985,66.000465,55.28975,86.25855,84.30051,43.88493,12.0614,17.10766,7.129799,24.8,14.91086,,9.78,,9.78,10.752,,13.38,10.4,7.9,14.61,10.8,9.42,,11.14,9.5
1974-11-01,95.94429,93.44448,97.17385,96.80633,94.93375,95.84287,96.01384,6.6,,,5.6,1.5,,,43.48158,55.35055,64.09606500000001,54.28979,87.37379999999999,82.3476,45.66616,12.20044,18.28351,6.498195,24.5,14.93976,,9.09,,9.04,9.795,,12.26,10.3,7.68,15.76,10.5,8.92,,11.17,9.5
1974-12-01,95.63673,93.49813,96.9557,96.61882,94.65668,95.6342,96.23705,7.2,,,6.0,1.7,,,41.6485,54.79705,61.82843,49.73285,90.40511000000001,79.61353,49.91488,12.33766,19.13613,5.724508,21.0,15.16361,,9.23,,8.6,10.4175,,11.53,9.75,7.43,16.32,9.9,8.84,,11.21,9.5
1975-01-01,95.54074,93.7972,96.89016,96.66618,94.52605,95.54466,96.60476,8.1,,,6.9,1.7,,,41.06844,56.29118,60.576525,48.0465,71.10128499999999,74.71975,47.624,11.80258,19.9,6.039076,16.8,14.52119,,7.48,,7.74,8.476,,11.03,8.95,7.5,15.07,9.4,8.42,,10.9,9.4
1975-02-01,95.64615,94.29527,96.97354,96.91647,94.57447,95.54441,97.0506,8.1,,,6.6,1.8,,,40.1265,54.90775,60.211685,51.96543,83.476315,74.39516,47.66941,11.22881,19.86234,5.633803,13.6,13.86522,,6.41,,6.43,6.895,,9.79,9.0,7.39,13.33,8.9,8.2,,10.69,9.5
1975-03-01,95.92093,94.90421,97.18587,97.29707,94.79742,95.60715,97.50636,8.6,,,6.6,1.8,,,39.69212,53.46864,71.740925,51.15879,89.623715,72.70732,51.79198,10.25105,21.1501,5.975395,13.9,13.47626,,6.18,,5.71,6.77,,8.94,8.75,7.73,12.24,8.9,8.26,,10.34,9.5
1975-04-01,96.33075,95.55839,97.50796,97.75855,95.16068,95.7471,97.92624,8.8,,,6.5,1.8,,,39.80323,52.36162,73.694645,51.68248,87.65903499999999,73.03191,55.2939,10.20833,21.67766,6.108202,13.4,12.66014,,6.26,,4.89,7.094,,8.24,9.8,8.23,12.42,8.8,8.73,,10.36,9.5
1975-05-01,96.81124,96.20831,97.91105,98.24073,95.64574,95.98383,98.28308,9.0,,,7.0,1.8,,,39.64854,51.47601,72.90463,50.9314,83.55722,70.50013,55.90951,9.46502,25.0,6.076389,14.0,12.13701,,5.79,,4.99,7.51,,7.58,8.9,8.06,13.11,8.6,8.81,,10.31,9.5
1975-06-01,97.31667,96.79651,98.38785,98.70229,96.20987,96.33911,98.56386,8.8,,,7.0,1.8,,,40.83471,52.02952,70.90849,51.33286,90.38783,73.35649,57.99855,9.387755,26.12696,6.574394,13.4,11.7084,,5.82,,4.88,7.2825,,7.26,8.8,7.86,12.99,8.4,8.8,,10.21,9.5
1975-07-01,97.8161,97.29348,98.90982,99.10467,96.82215,96.81491,98.76385,8.6,,,6.9,1.8,,,40.30763,51.36531,68.74833000000001,47.87174,92.520155,67.62555,57.43844,9.716599,26.25342,6.206897,11.4,11.12727,,6.55,,4.66,7.484,,7.33,8.15,8.06,12.75,8.5,9.06,,10.2,10.0
1975-08-01,98.28413,97.73611,99.45941,99.42147,97.44459,97.40545,98.91657,8.4,,,7.1,1.9,,,40.70418,55.42934,67.40191999999999,47.7378,76.65265500000001,65.07007,53.29569,8.6,26.86703,5.851979,10.2,10.96681,,6.87,,3.88,8.355,,7.12,8.15,8.4,12.77,8.5,9.41,,10.11,10.0
1975-09-01,98.71856,98.20002,100.017,99.65147,98.06067,98.08577,99.05061,8.4,,,6.9,2.0,,,42.02158,56.43167,71.94051,51.92173,91.61014499999999,73.35649,57.94304,7.905138,26.57658,6.185567,10.4,10.70664,,7.03,,3.93,8.94,,7.05,8.1,8.43,12.76,8.5,9.7,,10.1,10.0
1975-10-01,99.13097,98.64314,100.5414,99.82581,98.64426,98.80353,99.20071,8.4,,,7.2,2.1,,,42.18826,52.02952,76.28522000000001,51.83877,93.601955,74.78467,58.14993,7.436399,25.88339,5.631399,9.7,10.22567,,6.56,,4.07,8.888,,7.01,7.95,8.14,13.51,8.5,9.54,,10.15,10.0
1975-11-01,99.53442,99.14138,100.9964,99.9782,99.18061,99.47509,99.37411,8.3,,,7.2,2.1,,,41.67653,51.91882,74.41574,52.99872,91.262685,73.19282,62.47938,7.378641,25.17361,5.254237,8.3,9.923131,,6.26,,4.12,9.1725,,6.98,8.05,8.05,13.66,8.6,9.45,,10.19,10.0
1975-12-01,99.93673,99.68929,101.3608,100.1229,99.67126,100.0405,99.58483,8.2,,,7.0,2.1,,,42.03286,51.58672,72.666035,49.48909,82.179275,77.31644,62.74177,6.936416,24.89307,5.414552,7.8,9.63271,,6.03,,4.21,9.418,,6.75,7.7,8.0,13.57,8.5,9.54,,10.18,10.0
1976-01-01,100.3219,100.2399,101.6277,100.2631,100.0969,100.4679,99.80963,7.9,,,7.1,2.1,,,42.58728,56.57358,67.658065,49.18785,66.15138999999999,77.9007,57.08522,6.71785,23.35279,5.19263,8.7,9.595613,,5.14,,3.93,9.04,,6.41,7.65,7.74,12.64,8.3,9.39,,10.16,10.02
1976-02-01,100.647,100.7151,101.7931,100.3739,100.4623,100.7516,100.0336,7.7,,,7.0,2.0,,,43.00492,52.36162,68.91632,54.76754,75.751535,78.16037,65.62303,6.285714,22.88761,5.333333,9.3,9.523809,,5.18,,3.72,8.9075,,7.43,8.35,7.79,12.13,8.2,9.29,,10.16,10.0
1976-03-01,100.8788,101.0707,101.8772,100.4267,100.7788,100.9316,100.2282,7.6,,,6.7,2.0,,,43.32976,53.2455,74.858805,55.80602,81.04183499999999,78.87446,62.52479,6.072106,21.15849,5.140962,8.7,9.581646,,5.34,,3.74,9.806,,7.84,8.4,7.73,12.55,7.9,9.47,,10.29,9.99
1976-04-01,101.018,101.2522,101.9134,100.409,101.0642,101.0237,100.3798,7.7,,,6.8,2.1,,,43.31174,53.82762,76.43831,56.69118,79.46453,80.17281,65.86019,6.04915,18.90008,4.769737,9.4,9.565217,,5.12,,3.62,9.73,,7.68,9.61,7.56,12.47,7.9,9.33,,10.24,10.0
1976-05-01,101.0772,101.2134,101.9168,100.3127,101.3057,101.0183,100.4835,7.4,,,6.9,2.1,,,43.74681,54.67545,73.361785,57.15709,72.73641,80.88689,63.34729,6.203008,15.39033,4.418985,9.2,9.495352,,5.56,,3.77,9.435,,7.8,10.24,7.9,12.37,8.1,9.33,,10.19,10.0
1976-06-01,101.0847,100.9758,101.8815,100.1534,101.4759,100.9195,100.5616,7.6,,,6.9,2.0,,,44.75729,52.58303,73.652075,56.26082,87.425645,80.75706,63.72574,5.970149,13.78556,3.733766,9.6,9.162822,,5.84,,4.14,9.39,,7.99,10.27,7.86,13.45,8.2,9.32,,10.37,9.99
1976-07-01,101.0647,100.6232,101.8028,99.97097,101.5514,100.7417,100.5954,7.8,,,7.4,2.0,,,43.7885,53.13653,68.524325,50.87091,87.35123999999999,75.81148,61.66193,5.350554,12.85199,3.571429,9.9,9.424084,,5.52,,4.47,9.34,,8.48,9.67,7.83,13.56,8.4,9.35,,10.51,10.0
1976-08-01,101.0342,100.2124,101.6742,99.80907,101.5378,100.5178,100.5676,7.8,,,7.1,2.0,,,44.08968,57.84437,67.97664,53.2879,75.11582000000001,63.14432,60.8899,5.709024,13.7832,4.065041,9.4,9.492847,,5.39,,4.56,9.34,,9.61,9.36,7.77,13.67,8.3,9.32,,10.61,9.99
1976-09-01,101.0222,99.8261,101.4829,99.67832,101.4546,100.2943,100.4688,7.6,,,7.0,2.0,,,44.8481,53.46864,74.328385,56.72303,84.890825,84.26259,67.41435,5.494505,14.30605,3.721683,9.8,9.735655,,5.33,,4.56,9.47,,9.59,9.31,7.59,14.18,8.1,9.14,,10.66,9.99
1976-10-01,101.0522,99.57343,101.2382,99.62109,101.3164,100.0809,100.2882,7.7,,,7.4,2.0,,,45.05787,54.57565,74.35113,55.39715,83.641805,81.86065,64.99228,5.464481,14.73684,3.71567,8.7,9.916826,,5.12,,4.85,9.27,,10.34,9.06,7.41,15.67,8.0,9.13,,10.95,9.98
