date,Inflation,Labour,Financial,Monetary,Real,Inflation_momentum,Labour_momentum,Financial_momentum,Monetary_momentum,Real_momentum,divergence,transmission_score
1987-05-01,,19.469026548672566,,26.351351351351347,6.756756756756757,,-10.530973451327434,,-8.821062441752098,-47.72600186393289,9.940794194282955,
1987-06-01,,13.157894736842104,,22.14765100671141,1.342281879194631,,-12.96823138928402,,0.9147742943826422,-25.37004688792866,10.434620337492616,
1987-07-01,,13.043478260869565,,19.33333333333333,0.0,,-11.063664596273293,,3.6870748299319693,-18.367346938775512,9.861308058536595,
1987-08-01,,13.79310344827586,,17.218543046357617,0.0,,-5.675923100396707,,-9.13280830499373,-6.756756756756757,9.114654535547102,
1987-09-01,,12.82051282051282,,21.71052631578948,0.0,,-0.33738191632928505,,-0.4371246909219302,-1.342281879194631,10.914400593067569,
1987-10-01,,11.016949152542372,,22.875816993464053,0.0,,-2.0265291083271926,,3.542483660130724,0.0,11.44049036111513,
1987-11-01,,10.084033613445378,,12.987012987012983,0.0,,-3.7090698348304816,,-4.231530059344633,0.0,6.816371584713027,
1987-12-01,,14.166666666666666,,14.193548387096774,0.0,,1.3461538461538467,,-7.516977928692706,0.0,8.186899931070727,
1988-01-01,,24.793388429752067,,23.717948717948715,0.641025641025641,,13.776439277209695,,0.8421317244846627,0.641025641025641,13.644520130502974,
1988-02-01,,29.508196721311474,,24.840764331210192,3.1847133757961785,,19.424163107866097,,11.853751344197208,3.1847133757961785,14.04573033310168,
1988-03-01,,26.82926829268293,,22.15189873417721,4.430379746835443,,12.662601626016263,,7.958350347080435,4.430379746835443,11.815528125415078,
1988-04-01,,19.35483870967742,,20.12578616352201,5.031446540880504,,-5.438549720074647,,-3.5921625544267037,4.390420899854863,8.500911831889836,
1988-05-01,,24.0,,23.75,6.25,,-5.508196721311474,,-1.0907643312101918,3.0652866242038215,10.17656621852381,
1988-06-01,,23.015873015873016,,44.72049689440994,10.559006211180124,,-3.8133952768099135,,22.56859816023273,6.1286264643446815,17.288106094456058,
1988-07-01,,32.28346456692913,,50.617283950617285,12.34567901234568,,12.928625857251713,,30.491497787095273,7.314232471465177,19.14140351247957,
1988-08-01,,35.9375,,56.44171779141104,12.269938650306749,,11.9375,,32.69171779141104,6.019938650306749,22.104759969931088,
1988-09-01,,34.10852713178294,,56.09756097560976,13.414634146341465,,11.092654115909927,,11.37706408119982,2.8556279351613405,21.344738067380668,
1988-10-01,,30.76923076923077,,57.57575757575758,14.545454545454543,,-1.5142337976983633,,6.958473625140293,2.1997755331088626,21.730960146251835,
1988-11-01,,21.37404580152672,,59.63855421686747,17.46987951807229,,-14.56345419847328,,3.196836425456432,5.199940867765541,23.30097367239316,
1988-12-01,,23.484848484848484,,71.25748502994011,19.16167664670659,,-10.623678646934458,,15.159924054330354,5.747042500365124,28.910459088693464,
1989-01-01,,24.81203007518797,,77.97619047619048,12.5,,-5.9572006940428,,20.400432900432904,-2.045454545454543,34.797379103868906,
1989-02-01,,33.582089552238806,,81.65680473372781,10.650887573964498,,12.208043750712086,,22.01825051686034,-6.8189919441077915,36.23731625375715,
1989-03-01,,38.51851851851852,,82.94117647058825,8.235294117647058,,15.033670033670035,,11.683691440648133,-10.92638252905953,37.5752912558497,
1989-04-01,,46.32352941176471,,76.0233918128655,8.187134502923977,,21.51149933657674,,-1.9527986633249839,-4.312865497076023,34.00545115396444,
1989-05-01,,50.36496350364964,,65.11627906976744,8.13953488372093,,16.782873951410835,,-16.540525663960366,-2.5113526902435677,29.571770071894775,
1989-06-01,,57.971014492753625,,56.64739884393064,12.13872832369942,,19.452495974235106,,-26.293777626657608,3.9034342060523617,26.08758378151819,
1989-07-01,,61.87050359712231,,43.67816091954023,19.54022988505747,,15.546974185357598,,-32.345230893325265,11.353095382133494,21.234614505810818,
1989-08-01,,62.85714285714285,,53.142857142857146,23.42857142857143,,12.492179353493206,,-11.973421926910298,15.2890365448505,20.542307430223676,
1989-09-01,,64.53900709219859,,56.81818181818182,26.13636363636364,,6.567992599444963,,0.17078297425118194,13.99763531266422,20.313165411665196,
1989-10-01,,65.49295774647888,,55.36723163841808,33.33333333333333,,3.622454149356571,,11.68907071887785,13.793103448275858,16.443156865034908,
1989-11-01,,67.13286713286713,,44.38202247191011,34.831460674157306,,4.275724275724286,,-8.760834670947034,11.402889245585875,16.594150689577702,
1989-12-01,,67.36111111111111,,40.78212290502793,36.312849162011176,,2.822104018912526,,-16.036058913153887,10.176485525647536,16.784971412492062,
1990-01-01,,66.89655172413794,,25.555555555555557,48.888888888888886,,1.4035939776590567,,-29.811676082862526,15.555555555555557,20.727591633067252,
1990-02-01,,69.17808219178082,,25.96685082872928,44.751381215469614,,2.0452150589136835,,-18.41517164318083,9.919920541312308,21.666921094715104,
1990-03-01,,69.38775510204081,,33.51648351648351,44.5054945054945,,2.026643990929699,,-7.265639388544422,8.19264534348332,18.378580739889646,
1990-04-01,,69.5945945945946,,39.34426229508197,50.27322404371585,,2.6980428704566606,,13.788706739526411,1.3843351548269638,15.31796423102846,
1990-05-01,,70.46979865771812,,38.04347826086957,37.5,,1.2917164659372986,,12.076627432140288,-7.251381215469614,18.880189117297814,
1990-06-01,,71.33333333333334,,26.486486486486488,35.13513513513514,,1.9455782312925294,,-7.029997029997023,-9.37035937035936,23.79197465655296,
1990-07-01,,73.50993377483444,,11.29032258064516,27.956989247311824,,3.9153391802398403,,-28.053939714436808,-22.316234796404025,32.20799215014138,
1990-08-01,,76.31578947368422,,8.02139037433155,29.94652406417112,,5.845990815966104,,-30.022087886538017,-7.553475935828882,34.86867077639771,
1990-09-01,,80.3921568627451,,6.382978723404255,26.595744680851062,,9.058823529411754,,-20.103507763082234,-8.539390454284074,38.253471128241955,
1990-10-01,,83.76623376623377,,5.82010582010582,24.33862433862434,,10.256299991399331,,-5.470216760539341,-3.618364908687486,40.72299749976532,
1990-11-01,,85.80645161290322,,7.894736842105263,29.47368421052631,,9.490662139218998,,-0.12665353222628806,-0.47283985364480685,40.226995395433896,
1990-12-01,,87.82051282051282,,7.853403141361256,34.55497382198953,,7.428355957767721,,1.470424417957001,7.959229141138465,40.712263001159016,
1991-01-01,,88.53503184713377,80.0,7.291666666666667,35.41666666666667,,4.768798080899998,,1.4715608465608474,11.078042328042333,38.253630379074266,
1991-02-01,,89.24050632911393,36.36363636363637,5.699481865284974,49.740932642487046,,3.43405471621071,,-2.195254976820289,20.267248431960734,34.63400819116593,
1991-03-01,,91.8238993710692,0.0,6.185567010309279,61.855670103092784,,4.003386550556385,,-1.6678361310519776,27.300696281103257,44.37265747075279,
1991-04-01,,91.875,0.0,6.153846153846154,56.92307692307692,,3.339968152866234,-80.0,-1.1378205128205128,21.50641025641025,43.652405499073275,
1991-05-01,,90.06211180124224,7.142857142857142,5.1020408163265305,57.6530612244898,,0.8216054721283115,-29.220779220779225,-0.5974410489584434,7.912128582002751,41.292875099441126,
1991-06-01,,88.27160493827161,13.333333333333334,5.583756345177665,51.26903553299492,,-3.552294432797595,13.333333333333334,-0.6018106651316133,-10.586634570097864,38.08820156123133,
1991-07-01,,85.88957055214725,12.5,7.07070707070707,41.91919191919192,,-5.985429447852752,12.5,0.9168609168609159,-15.003885003885003,36.10311560261034,
1991-08-01,,84.14634146341463,35.294117647058826,10.050251256281408,37.185929648241206,,-5.91577033782761,28.151260504201684,4.948210439954877,-20.46713157624859,30.902032590150576,
1991-09-01,,83.03030303030303,66.66666666666666,11.5,30.0,,-5.241301907968577,53.33333333333332,5.916243654822335,-21.26903553299492,32.82100628369178,
1991-10-01,,83.73493975903614,78.94736842105263,10.44776119402985,27.860696517412936,,-2.15463079311111,66.44736842105263,3.3770541233227798,-14.05849540177898,36.65278183187728,
1991-11-01,,82.03592814371258,70.0,4.455445544554455,22.77227722772277,,-2.1104133197020474,34.705882352941174,-5.594805711726953,-14.413652420518435,37.123474049917355,
1991-12-01,,85.71428571428571,71.42857142857143,3.4482758620689653,22.167487684729064,,2.683982683982677,4.761904761904773,-8.051724137931036,-7.832512315270936,39.1666922670014,
1992-01-01,,86.3905325443787,40.909090909090914,3.92156862745098,22.54901960784314,,2.655592785342563,-38.03827751196172,-6.52619256657887,-5.3116769095697975,35.35248844321297,
1992-02-01,,84.70588235294117,21.73913043478261,5.365853658536586,17.560975609756095,,2.6699542092285924,-48.26086956521739,0.9104081139821307,-5.211301617966676,35.59301508189664,
1992-03-01,,81.87134502923976,8.333333333333332,10.679611650485436,11.650485436893204,,-3.8429406850459458,-63.0952380952381,7.23133578841647,-10.51700224783586,35.852152775293455,
1992-04-01,,79.06976744186046,12.0,5.314009661835748,8.212560386473431,,-7.320765102518237,-28.909090909090914,1.3924410343847686,-14.336459221369708,35.38650644905996,
1992-05-01,,78.61271676300578,34.61538461538461,7.6923076923076925,10.096153846153848,,-6.093165589935396,12.876254180602004,2.326454033771107,-7.464821763602247,32.903662761732996,
1992-06-01,,78.73563218390804,44.44444444444444,4.30622009569378,12.440191387559809,,-3.1357128453317245,36.111111111111114,-6.373391554791656,0.7897059506666047,33.92666007647859,
1992-07-01,,83.42857142857143,64.28571428571429,3.333333333333333,9.047619047619047,,4.358803986710967,52.28571428571429,-1.9806763285024154,0.8350586611456166,39.909601176433476,
1992-08-01,,82.38636363636364,79.3103448275862,4.265402843601896,14.218009478672986,,3.773646873357862,44.69496021220159,-3.4269048487057967,4.121855632519138,41.56027824422811,
1992-09-01,,84.18079096045197,86.66666666666667,4.245283018867925,18.39622641509434,,5.445158776543934,42.22222222222223,-0.06093707682585503,5.956035027534531,43.18358159637802,
1992-10-01,,75.28089887640449,90.32258064516128,6.572769953051644,18.30985915492958,,-8.147672552166938,26.03686635944699,3.239436619718311,9.262240107310532,41.362604535833675,
1992-11-01,,74.30167597765363,46.875,10.74766355140187,16.355140186915886,,-8.08468765871001,-32.435344827586206,6.482260707799973,2.1371307082429,29.463573749214703,
1992-12-01,,71.11111111111111,30.303030303030305,18.6046511627907,13.023255813953488,,-13.069679849340858,-56.36363636363637,14.359368143922774,-5.372970601140851,26.24090538248302,
1993-01-01,,65.19337016574586,29.411764705882355,17.59259259259259,5.555555555555555,,-10.087528710658631,-60.910815939278926,11.019822639540948,-12.754303599374024,25.749640857418246,
1993-02-01,,62.08791208791209,54.285714285714285,15.668202764976956,4.6082949308755765,,-12.213763889741543,7.410714285714285,4.920539213575086,-11.74684525604031,28.285817771160364,
1993-03-01,,63.934426229508205,66.66666666666666,18.34862385321101,8.715596330275229,,-7.17668488160291,36.36363636363635,-0.25602730957968944,-4.307659483678259,30.16676527412749,
1993-04-01,,65.21739130434783,64.86486486486487,17.80821917808219,14.15525114155251,,0.02402113860196664,35.453100158982515,0.21562658548959845,8.599695585996955,28.36405154023932,
1993-05-01,,64.86486486486487,63.1578947368421,19.545454545454547,23.18181818181818,,2.7769527769527826,8.872180451127818,3.8772517804775912,18.573523250942603,24.677239608213956,
