date,Inflation,Labour,Financial,Monetary,Real,Inflation_momentum,Labour_momentum,Financial_momentum,Monetary_momentum,Real_momentum,divergence,transmission_score
1993-06-01,,62.36559139784946,35.8974358974359,22.624434389140276,25.339366515837103,,-1.568834831658748,-30.76923076923076,4.275810535929267,16.623770185561874,18.133487437052157,
1993-07-01,,62.03208556149733,35.0,23.87387387387388,28.37837837837838,,-3.1853057428504954,-29.86486486486487,6.0656546957916895,14.223127236825869,17.096008043970873,
1993-08-01,,62.23404255319149,19.51219512195122,23.76681614349776,26.00896860986547,,-2.630822311673377,-43.64569961489089,4.221361598043213,2.8271504280472897,19.753642810177524,
1993-09-01,,59.25925925925925,40.47619047619048,25.0,23.660714285714285,,-3.1063321385902043,4.578754578754584,2.3755656108597236,-1.6786522301228182,16.627846421812087,
1993-10-01,,62.63157894736842,34.88372093023256,24.88888888888889,20.444444444444446,,0.5994933858710851,-0.11627906976743674,1.0150150150150097,-7.9339339339339325,18.934868748653535,
1993-11-01,,59.16230366492147,77.27272727272727,23.00884955752212,22.566371681415927,,-3.0717388882700263,57.760532150776044,-0.757966585975641,-3.442596928449543,27.25171474472745,
1993-12-01,,56.25,35.55555555555556,22.46696035242291,20.70484581497797,,-3.0092592592592524,-4.9206349206349245,-2.533039647577091,-2.9558684707363163,16.401147664529404,
1994-01-01,,57.51295336787565,19.565217391304348,23.24561403508772,24.12280701754386,,-5.118625579492765,-15.318503538928216,-1.64327485380117,3.678362573099413,17.71127111516332,
1994-02-01,,61.34020618556701,46.80851063829788,27.074235807860266,28.82096069868996,,2.177902520645546,-30.464216634429384,4.065386250338147,6.254589017274032,16.224654162204164,
1994-03-01,,60.0,41.66666666666667,27.39130434782609,20.0,,3.75,6.111111111111114,4.924343995403181,-0.7048458149779684,17.624083751569486,
1994-04-01,,55.61224489795919,36.734693877551024,42.85714285714285,19.047619047619047,,-1.9007084699164665,17.169476486246676,19.611528822055128,-5.075187969924812,15.202074545268243,
1994-05-01,,52.28426395939086,14.000000000000002,62.5,7.327586206896551,,-9.05594222617615,-32.80851063829788,35.42576419213974,-21.493374491793407,27.43464256782101,
1994-06-01,,53.535353535353536,29.411764705882355,65.66523605150213,4.291845493562231,,-6.464646464646464,-12.254901960784316,38.27393170367604,-15.708154506437769,27.181522931563745,
1994-07-01,,53.768844221105525,28.846153846153843,62.39316239316239,4.700854700854701,,-1.843400676853662,-7.888540031397181,19.536019536019545,-14.346764346764346,26.04481166366758,
1994-08-01,,48.5,32.075471698113205,62.5531914893617,3.404255319148936,,-3.784263959390863,18.075471698113205,0.05319148936170137,-3.9233308877476145,25.413923696286073,
1994-09-01,,46.766169154228855,50.0,64.40677966101694,3.8135593220338975,,-6.769184381124681,20.588235294117645,-1.2584563904851933,-0.47828617152833397,26.106921888867195,
1994-10-01,,45.54455445544555,74.54545454545455,72.15189873417721,3.375527426160337,,-8.224289765659975,45.69930069930071,9.758736341014817,-1.3253272746943638,33.07605717897235,
1994-11-01,,44.33497536945813,57.14285714285714,88.23529411764706,2.941176470588235,,-4.165024630541872,25.067385444743934,25.682102628285357,-0.46307884856070114,35.33691971450709,
1994-12-01,,43.62745098039216,35.08771929824561,95.81589958158996,2.510460251046025,,-3.1387181738366934,-14.91228070175439,31.40911992057302,-1.3030990709878725,38.667668242194054,
1995-01-01,,43.90243902439025,31.03448275862069,94.58333333333331,3.333333333333333,,-1.642115431055302,-43.510971786833856,22.431434599156105,-0.04219409282700415,38.20161675443572,
1995-02-01,,43.203883495145625,33.89830508474576,92.91666666666669,4.166666666666666,,-1.131091874312503,-23.24455205811138,4.681372549019628,1.225490196078431,36.88445779815012,
1995-03-01,,47.82608695652174,60.0,82.5,7.083333333333333,,4.19863597612958,24.91228070175439,-13.31589958158996,4.572873082287308,31.628775926834564,
1995-04-01,,57.692307692307686,59.01639344262295,75.0,12.083333333333334,,13.789868667917439,27.98191068400226,-19.583333333333314,8.75,27.07733171310334,
1995-05-01,,67.46411483253588,48.38709677419355,76.25,16.25,,24.26023133739026,14.488791689447794,-16.666666666666686,12.083333333333334,26.572454910268284,
1995-06-01,,71.42857142857143,58.730158730158735,77.91666666666667,27.500000000000004,,23.60248447204969,-1.2698412698412653,-4.583333333333329,20.41666666666667,22.39484619192415,
1995-07-01,,75.82938388625593,78.125,77.08333333333334,37.083333333333336,,18.13707619394824,19.10860655737705,2.083333333333343,25.0,19.986666697720764,
1995-08-01,,75.47169811320755,56.92307692307692,74.16666666666667,38.333333333333336,,8.007583280671668,8.535980148883368,-2.0833333333333286,22.083333333333336,17.445057383611196,
1995-09-01,,75.11737089201877,40.909090909090914,82.91666666666667,41.25,,3.6887994634473387,-17.82106782106782,5.0,13.749999999999996,22.133869213372645,
1995-10-01,,75.70093457943925,91.04477611940298,82.91666666666667,54.58333333333333,,-0.12844930681667677,12.919776119402982,5.833333333333329,17.499999999999993,15.63045663718478,
1995-11-01,,77.67441860465117,48.52941176470589,73.75,65.0,,2.202720491443614,-8.393665158371029,-0.4166666666666714,26.666666666666664,12.940228681009277,
1995-12-01,,78.70370370370371,44.927536231884055,68.33333333333333,77.91666666666667,,3.5863328116849402,4.018445322793141,-14.583333333333343,36.66666666666667,15.750523379070671,
1996-01-01,,78.80184331797236,84.28571428571429,54.16666666666666,87.91666666666667,,3.100908738533107,-6.7590618336886905,-28.750000000000014,33.33333333333334,15.219089216016911,
1996-02-01,,78.44036697247707,81.69014084507043,31.25,78.33333333333333,,0.7659483678258994,33.16072908036454,-42.5,13.333333333333329,24.169228825683717,
1996-03-01,,79.90867579908677,93.05555555555556,41.25,88.33333333333333,,1.2049720953830558,48.1280193236715,-27.08333333333333,10.416666666666657,23.560673029706486,
1996-04-01,,75.9090909090909,50.68493150684932,50.41666666666666,78.33333333333333,,-2.8927524088814494,-33.600782778864975,-3.75,-9.583333333333343,15.372717256007773,
1996-05-01,,74.2081447963801,24.324324324324326,56.25,71.25,,-4.232222176096968,-57.36581652074611,25.0,-7.083333333333329,22.850800378067582,
1996-06-01,,65.76576576576578,29.33333333333333,50.83333333333333,60.83333333333333,,-14.142910033320987,-63.72222222222223,9.583333333333329,-27.5,16.148086989365613,
1996-07-01,,62.78026905829597,67.10526315789474,54.16666666666666,52.083333333333336,,-13.128821850794935,16.420331651045423,3.75,-26.249999999999993,7.0988853973779635,
1996-08-01,,54.46428571428571,38.961038961038966,54.58333333333333,57.91666666666667,,-19.74385908209439,14.63671463671464,-1.6666666666666714,-13.333333333333329,8.498856691481661,
1996-09-01,,57.77777777777777,60.256410256410255,51.24999999999999,53.75,,-7.9879879879880065,30.923076923076927,0.4166666666666643,-7.083333333333329,4.027791947196733,
1996-10-01,,59.29203539823009,49.36708860759494,44.583333333333336,56.25,,-3.4882336600658803,-17.738174550299803,-9.583333333333321,4.166666666666664,6.648774069115788,
1996-11-01,,61.67400881057269,50.0,53.75,55.00000000000001,,7.209723096286979,11.038961038961034,-0.8333333333333286,-2.9166666666666643,4.866893182025573,
1996-12-01,,64.03508771929825,93.82716049382717,49.16666666666666,80.41666666666667,,6.257309941520475,33.57075023741691,-2.0833333333333357,26.66666666666667,19.424977964775536,
1997-01-01,,61.135371179039296,56.09756097560976,55.00000000000001,53.333333333333336,,1.8433357808092055,6.730472368014823,10.416666666666671,-2.9166666666666643,3.3605242401977145,
1997-02-01,,55.65217391304348,56.62650602409639,53.333333333333336,72.5,,-6.02183489752921,6.626506024096393,-0.4166666666666643,17.499999999999993,8.757613340395215,
1997-03-01,,48.05194805194805,38.095238095238095,66.25,54.58333333333333,,-15.983139667350194,-55.73192239858907,17.083333333333343,-25.833333333333343,11.8096823805913,
1997-04-01,,44.82758620689656,42.35294117647059,82.08333333333333,91.66666666666666,,-16.307784972142734,-13.744619799139173,27.08333333333332,38.33333333333332,25.315018402670777,
1997-05-01,,43.776824034334766,62.7906976744186,83.75,94.58333333333331,,-11.875349878708711,6.164191650322209,30.416666666666664,22.083333333333314,22.56122913680138,
1997-06-01,,47.008547008547005,77.01149425287356,83.75,86.25,,-1.0434010434010474,38.916256157635466,17.5,31.66666666666667,18.09007622126275,
1997-07-01,,44.25531914893617,73.86363636363636,85.41666666666666,77.5,,-0.5722670579603957,31.510695187165773,3.3333333333333286,-14.166666666666657,17.994182030683547,
1997-08-01,,47.45762711864407,92.13483146067416,82.91666666666667,79.58333333333333,,3.6808030843093036,29.34413378625556,-0.8333333333333286,-14.999999999999986,19.44882783914731,
1997-09-01,,45.14767932489451,77.77777777777779,82.91666666666667,83.33333333333334,,-1.8608676836524936,0.7662835249042246,-0.8333333333333286,-2.916666666666657,18.27295334999774,
1997-10-01,,40.7563025210084,76.92307692307693,85.83333333333333,87.5,,-3.499016627927766,3.0594405594405742,0.4166666666666714,10.0,21.83076819606206,
1997-11-01,,34.30962343096235,100.0,90.0,88.33333333333333,,-13.148003687681722,7.865168539325836,7.083333333333329,8.75,29.68458317135852,
1997-12-01,,33.75,77.41935483870968,90.83333333333331,83.75,,-11.397679324894511,-0.35842293906810596,7.916666666666643,0.4166666666666572,25.71592404652074,
1998-01-01,,35.833333333333336,78.72340425531915,88.75,89.16666666666667,,-4.922969187675065,1.8003273322422189,2.9166666666666714,1.6666666666666714,25.321177240897185,
1998-02-01,,37.5,73.68421052631578,87.91666666666667,97.5,,3.190376569037653,-26.31578947368422,-2.0833333333333286,9.166666666666671,26.319720557993133,
1998-03-01,,39.58333333333333,77.08333333333334,87.08333333333333,98.75,,5.833333333333329,-0.3360215053763369,-3.749999999999986,15.0,25.607209271349088,
1998-04-01,,32.5,89.69072164948454,88.75,83.75,,-3.3333333333333357,10.967317394165391,0.0,-5.416666666666671,27.571997832534255,
1998-05-01,,33.33333333333333,45.91836734693878,85.41666666666666,81.66666666666667,,-4.166666666666671,-27.765843179377,-2.500000000000014,-15.833333333333329,25.91538612605374,
1998-06-01,,38.75,68.68686868686868,88.33333333333333,89.16666666666667,,-0.8333333333333286,-8.396464646464665,1.25,-9.583333333333329,23.63377433504787,
1998-07-01,,44.583333333333336,60.0,84.58333333333333,98.75,,12.083333333333336,-29.690721649484544,-4.166666666666671,15.0,24.28699688295349,
1998-08-01,,42.083333333333336,100.0,83.33333333333334,98.33333333333331,,8.750000000000007,54.08163265306122,-2.0833333333333144,16.666666666666643,26.965287614099555,
1998-09-01,,35.833333333333336,100.0,78.33333333333333,99.16666666666669,,-2.9166666666666643,31.313131313131322,-10.0,10.000000000000014,30.053963810797754,
1998-10-01,,31.25,98.05825242718448,49.16666666666666,96.25,,-13.333333333333336,38.058252427184485,-35.41666666666667,-2.5,33.68957151901153,
1998-11-01,,30.833333333333336,94.23076923076924,58.75,95.83333333333334,,-11.25,-5.769230769230759,-24.583333333333343,-2.4999999999999716,31.171838203962665,
1998-12-01,,31.25,89.52380952380953,64.58333333333334,93.33333333333331,,-4.583333333333336,-10.476190476190467,-13.749999999999986,-5.833333333333371,28.612920434611876,
1999-01-01,,35.833333333333336,88.67924528301887,80.0,95.0,,4.583333333333336,-9.379007144165612,30.833333333333343,-1.25,26.746277836921923,
1999-02-01,,27.08333333333333,74.76635514018692,75.0,83.33333333333334,,-3.750000000000007,-19.464414090582324,16.25,-12.5,25.620031490359466,
1999-03-01,,19.58333333333333,38.88888888888889,66.66666666666666,76.66666666666667,,-11.666666666666671,-50.63492063492064,2.0833333333333144,-16.666666666666643,26.05573693966716,
1999-04-01,,20.0,37.61467889908257,52.5,85.0,,-15.833333333333336,-51.0645663839363,-27.5,-10.0,27.560113619795203,
1999-05-01,,19.58333333333333,71.81818181818181,51.24999999999999,79.58333333333333,,-7.5,-2.948173322005104,-23.750000000000007,-3.750000000000014,26.797671903154942,
1999-06-01,,18.33333333333333,28.82882882882883,59.583333333333336,81.25,,-1.25,-10.060060060060064,-7.0833333333333215,4.583333333333329,28.77135156259271,
1999-07-01,,14.583333333333334,37.5,66.66666666666666,59.16666666666666,,-5.416666666666666,-0.11467889908256979,14.166666666666657,-25.833333333333343,23.455471504928614,
1999-08-01,,9.166666666666666,87.61061946902655,70.0,45.41666666666666,,-10.416666666666663,15.792437650844732,18.750000000000007,-34.16666666666667,33.98898660430527,
1999-09-01,,7.083333333333333,83.33333333333334,68.75,54.58333333333333,,-11.249999999999996,54.50450450450451,9.166666666666664,-26.66666666666667,33.05679561166072,
1999-10-01,,5.416666666666667,80.8695652173913,70.83333333333334,68.33333333333333,,-9.166666666666668,43.3695652173913,4.166666666666686,9.166666666666671,34.39370119441642,
1999-11-01,,5.416666666666667,52.58620689655172,85.0,49.583333333333336,,-3.749999999999999,-35.02441257247482,15.0,4.1666666666666785,32.689420338945595,
1999-12-01,,4.583333333333333,20.51282051282051,82.5,40.0,,-2.5,-62.82051282051283,13.75,-14.583333333333329,33.67430569584302,
2000-01-01,,5.0,12.71186440677966,81.25,50.83333333333333,,-0.41666666666666696,-68.15770081061164,10.416666666666657,-17.5,35.41436364892189,
2000-02-01,,10.416666666666668,21.008403361344534,91.66666666666666,46.66666666666666,,5.000000000000001,-31.577803535207188,6.666666666666657,-2.9166666666666785,36.1752062138546,
2000-03-01,,10.0,83.33333333333334,92.5,44.583333333333336,,5.416666666666667,62.82051282051283,10.0,4.583333333333336,37.92715819440871,
2000-04-01,,5.0,96.69421487603306,96.66666666666669,77.5,,0.0,83.9823504692534,15.416666666666686,26.66666666666667,43.591509660934534,
2000-05-01,,6.666666666666667,93.44262295081968,95.83333333333334,72.08333333333333,,-3.750000000000001,72.43421958947515,4.166666666666686,25.41666666666667,41.619405089801745,
2000-06-01,,13.750000000000002,87.8048780487805,92.91666666666669,68.33333333333333,,3.7500000000000018,4.471544715447152,0.4166666666666856,23.749999999999993,36.217442926907964,
2000-07-01,,24.58333333333333,50.80645161290322,87.5,87.91666666666667,,19.58333333333333,-45.88776326312984,-9.166666666666686,10.416666666666671,30.796412336428308,
2000-08-01,,38.75,56.00000000000001,92.5,92.5,,32.083333333333336,-37.442622950819676,-3.333333333333343,20.41666666666667,26.987940979877166,
2000-09-01,,40.41666666666666,85.71428571428571,86.25,87.08333333333333,,26.666666666666657,-2.0905923344947865,-6.666666666666686,18.75,22.97317682143864,
2000-10-01,,47.5,95.2755905511811,84.58333333333333,91.25,,22.91666666666667,44.46913893827788,-2.9166666666666714,3.3333333333333286,21.883626588098608,
2000-11-01,,53.333333333333336,85.15625,74.16666666666667,99.16666666666669,,14.583333333333336,29.156249999999993,-18.33333333333333,6.666666666666686,19.342274436256897,
2000-12-01,,70.83333333333334,87.59689922480621,74.58333333333333,100.0,,30.416666666666686,1.8826135105204997,-11.666666666666671,12.916666666666671,13.275826516448232,
2001-01-01,,80.41666666666667,79.23076923076923,25.833333333333336,99.16666666666669,,32.91666666666667,-16.04482132041187,-58.74999999999999,7.916666666666686,31.568461417580764,
2001-02-01,,84.16666666666667,72.51908396946564,17.083333333333332,100.0,,30.833333333333336,-12.63716603053436,-57.08333333333334,0.8333333333333144,36.043990534511586,
2001-03-01,,93.33333333333331,93.18181818181816,17.5,100.0,,22.49999999999997,5.584918957011951,-57.08333333333333,0.0,39.13186793005328,
2001-04-01,,98.75,74.43609022556392,14.166666666666666,99.58333333333331,,18.33333333333333,-4.79467900520531,-11.66666666666667,0.41666666666662877,40.11129841581328,
2001-05-01,,99.58333333333331,28.35820895522388,3.75,99.58333333333331,,15.416666666666643,-44.16087501424176,-13.333333333333332,-0.4166666666666856,49.260917731414146,
2001-06-01,,100.0,13.333333333333334,2.9166666666666665,99.58333333333331,,6.666666666666686,-79.84848484848483,-14.583333333333334,-0.4166666666666856,53.094626393372906,
2001-07-01,,100.0,29.411764705882355,10.416666666666668,99.16666666666669,,1.25,-45.02432551968156,-3.7499999999999982,-0.41666666666662877,46.647337914907965,
2001-08-01,,100.0,55.47445255474452,14.166666666666666,98.75,,0.4166666666666856,27.116243599520644,10.416666666666666,-0.8333333333333144,40.91138232595996,
2001-09-01,,100.0,100.0,2.5,100.0,,0.0,86.66666666666667,-0.4166666666666665,0.4166666666666856,48.75,
2001-10-01,,100.0,88.48920863309353,0.0,96.66666666666669,,0.0,59.07744392721117,-10.416666666666668,-2.5,47.77138677933512,
2001-11-01,,100.0,62.85714285714285,0.0,98.33333333333331,,0.0,7.3826903023983235,-14.166666666666666,-0.4166666666666856,46.780867312238456,
2001-12-01,,99.58333333333331,9.219858156028367,1.25,98.33333333333331,,-0.4166666666666856,-90.78014184397163,-1.25,-1.6666666666666856,54.21136742639739,
2002-01-01,,98.75,2.112676056338028,4.583333333333333,97.91666666666666,,-1.25,-86.3765325767555,4.583333333333333,1.2499999999999716,54.85013507268634,
2002-02-01,,98.33333333333331,16.083916083916083,8.75,96.25,,-1.6666666666666856,-46.77322677322677,8.75,-2.0833333333333144,49.10118622321677,
2002-03-01,,97.5,11.805555555555555,15.0,94.16666666666669,,-2.0833333333333144,2.585697399527188,13.75,-4.166666666666629,47.628612837269046,
2002-04-01,,97.91666666666666,25.517241379310345,13.333333333333334,93.75,,-0.8333333333333428,23.404565322972317,8.75,-4.166666666666657,44.42632047640628,
2002-05-01,,97.08333333333331,14.383561643835616,14.583333333333334,93.75,,-1.25,-1.700354440080467,5.833333333333334,-2.5,46.74669855168744,
2002-06-01,,96.25,85.71428571428571,10.0,91.66666666666666,,-1.25,73.90873015873015,-5.0,-2.5000000000000284,40.83360448681316,
2002-07-01,,95.0,95.27027027027027,7.083333333333333,88.33333333333333,,-2.916666666666657,69.75302889095992,-6.250000000000001,-5.416666666666671,43.01208861919668,
2002-08-01,,93.33333333333331,72.48322147651007,7.083333333333333,89.16666666666667,,-3.75,58.09965983267445,-7.500000000000001,-4.583333333333329,39.98364988677377,
2002-09-01,,93.75,91.33333333333331,19.58333333333333,81.25,,-2.5,5.619047619047606,9.583333333333329,-10.416666666666657,35.01820789616823,
2002-10-01,,92.5,86.09271523178808,13.333333333333334,93.33333333333331,,-2.5,-9.177555038482197,6.250000000000001,4.999999999999986,38.78945631911903,
2002-11-01,,91.66666666666666,56.57894736842105,8.333333333333332,89.16666666666667,,-1.6666666666666572,-15.90427410808902,1.2499999999999991,0.0,38.84313430373786,
2002-12-01,,91.66666666666666,19.607843137254903,1.6666666666666667,82.08333333333333,,-2.083333333333343,-71.72549019607841,-17.91666666666666,0.8333333333333286,44.79232383305904,
2003-01-01,,91.25,2.5974025974025974,1.6666666666666667,81.25,,-1.25,-83.49531263438548,-11.666666666666668,-12.083333333333314,48.738298535247075,
2003-02-01,,91.25,31.61290322580645,2.083333333333333,86.25,,-0.4166666666666572,-24.9660441426146,-6.249999999999999,-2.9166666666666714,43.275775918158295,
2003-03-01,,91.25,8.974358974358974,5.416666666666667,83.75,,-0.4166666666666572,-10.633484162895929,3.75,1.6666666666666714,46.48750458793032,
2003-04-01,,91.66666666666666,1.2738853503184715,10.833333333333334,90.83333333333331,,0.4166666666666572,-1.3235172470841259,9.166666666666668,9.583333333333314,49.343907851839276,
2003-05-01,,92.5,1.2658227848101269,19.166666666666668,90.0,,1.25,-30.347080440996322,17.083333333333336,3.75,47.36318753240826,
2003-06-01,,92.5,3.1446540880503147,19.166666666666668,88.33333333333333,,1.25,-5.82970488630866,13.75,4.583333333333329,46.257756528262284,
2003-07-01,,89.58333333333334,0.0,6.666666666666667,87.91666666666667,,-2.0833333333333144,-1.2738853503184715,-4.166666666666667,-2.916666666666643,49.39506741755887,
2003-08-01,,88.33333333333333,0.0,2.083333333333333,86.66666666666667,,-4.166666666666671,-1.2658227848101269,-17.083333333333336,-3.3333333333333286,49.92862382293199,
2003-09-01,,86.66666666666667,0.0,1.6666666666666667,80.0,,-5.833333333333329,-3.1446540880503147,-17.5,-8.333333333333329,47.71394314422536,
2003-10-01,,85.0,0.6134969325153374,12.083333333333334,78.33333333333333,,-4.583333333333343,0.6134969325153374,5.416666666666667,-9.583333333333343,43.820998808992115,
2003-11-01,,77.91666666666667,0.6097560975609756,25.0,70.83333333333334,,-10.416666666666657,0.6097560975609756,22.916666666666668,-15.833333333333329,37.02885686170463,
2003-12-01,,72.91666666666666,1.2121212121212122,24.58333333333333,69.58333333333333,,-13.750000000000014,1.2121212121212122,22.91666666666666,-10.416666666666671,35.041166580661084,
2004-01-01,,72.5,3.0120481927710845,23.33333333333333,71.66666666666667,,-12.5,2.398551260255747,11.249999999999995,-6.666666666666657,35.01089518586873,
2004-02-01,,70.83333333333334,0.5988023952095809,25.0,56.25,,-7.083333333333329,-0.0109537023513947,0.0,-14.583333333333343,31.510969162934995,
2004-03-01,,68.75,14.88095238095238,27.916666666666668,51.24999999999999,,-4.166666666666657,13.668831168831167,3.3333333333333393,-18.333333333333336,24.000984907905522,
2004-04-01,,65.41666666666667,3.5502958579881656,22.916666666666664,55.41666666666667,,-7.083333333333329,0.5382476652170811,-0.4166666666666643,-16.25,28.657640889472336,
2004-05-01,,56.25,12.941176470588236,20.416666666666668,41.25,,-14.583333333333343,12.342374075378654,-4.583333333333332,-15.0,19.739938775547422,
2004-06-01,,55.00000000000001,1.1695906432748535,27.916666666666668,59.583333333333336,,-13.749999999999993,-13.711361737677526,0.0,8.333333333333343,27.053305480478002,
2004-07-01,,54.58333333333333,12.790697674418606,31.666666666666664,53.333333333333336,,-10.833333333333343,9.24040181643044,8.75,-2.0833333333333357,19.880502304272397,
2004-08-01,,54.58333333333333,22.54335260115607,35.0,57.91666666666667,,-1.6666666666666714,9.602176130567834,14.583333333333332,16.66666666666667,16.71524115984504,
2004-09-01,,50.0,14.942528735632186,37.91666666666666,43.75,,-5.000000000000007,13.772938092357332,9.99999999999999,-15.833333333333336,15.29107835742728,
2004-10-01,,50.0,20.0,35.41666666666667,39.58333333333333,,-4.583333333333329,7.209302325581394,3.750000000000007,-13.750000000000007,12.448969911275865,
2004-11-01,,47.91666666666667,7.954545454545454,38.75,40.833333333333336,,-6.666666666666657,-14.588807146610616,3.75,-17.083333333333336,17.712724972644246,
2004-12-01,,46.66666666666666,5.649717514124294,49.16666666666666,33.75,,-3.333333333333343,-9.292811221507892,11.25,-10.0,19.95099150836474,
2005-01-01,,46.66666666666666,8.426966292134832,66.66666666666666,41.25,,-3.333333333333343,-11.573033707865168,31.249999999999986,1.6666666666666714,24.164085175557354,
2005-02-01,,45.0,0.0,72.91666666666666,32.083333333333336,,-2.9166666666666714,-7.954545454545454,34.16666666666666,-8.75,30.255470885750867,
2005-03-01,,40.41666666666666,8.88888888888889,70.41666666666667,37.5,,-6.25,3.239171374764595,21.250000000000014,3.75,25.15001288564577,
2005-04-01,,39.16666666666666,23.204419889502763,66.25,25.833333333333336,,-7.5,14.77745359736793,-0.4166666666666572,-15.416666666666664,19.704944687789524,
2005-05-01,,42.083333333333336,30.76923076923077,76.66666666666667,30.0,,-2.9166666666666643,30.76923076923077,3.750000000000014,-2.0833333333333357,21.899328226822522,
2005-06-01,,38.333333333333336,33.33333333333333,86.25,8.333333333333332,,-2.0833333333333215,24.44444444444444,15.833333333333329,-29.166666666666668,32.554041607763544,
2005-07-01,,38.333333333333336,22.82608695652174,80.41666666666667,14.583333333333334,,-0.8333333333333215,-0.37833293298102433,14.166666666666671,-11.250000000000002,29.289061910345335,
2005-08-01,,36.25,22.702702702702705,76.25,20.0,,-5.833333333333336,-8.066528066528065,-0.4166666666666714,-10.0,25.95873634861954,
2005-09-01,,50.0,20.43010752688172,53.75,39.16666666666666,,11.666666666666664,-12.903225806451609,-32.5,30.833333333333325,14.943643146593644,
2005-10-01,,55.41666666666667,40.10695187165776,64.58333333333334,41.25,,17.083333333333336,17.280864915136025,-15.833333333333329,26.666666666666664,11.775517830978618,
2005-11-01,,55.833333333333336,30.319148936170212,77.91666666666667,33.75,,19.583333333333336,7.6164462334675065,1.6666666666666714,13.75,22.08753363560204,
2005-12-01,,40.0,25.396825396825395,82.08333333333333,45.41666666666666,,-10.0,4.966717869943675,28.33333333333333,6.25,24.104284891665507,
2006-01-01,,21.666666666666668,25.789473684210527,76.25,24.58333333333333,,-33.75,-14.317478187447236,11.666666666666657,-16.66666666666667,26.175702306692543,
2006-02-01,,19.166666666666668,15.706806282722512,87.91666666666667,44.16666666666666,,-36.66666666666667,-14.6123426534477,10.0,10.416666666666657,33.29392239786251,
2006-03-01,,17.916666666666668,14.0625,80.41666666666667,42.5,,-22.083333333333332,-11.334325396825395,-1.6666666666666572,-2.916666666666657,30.515959389939326,
2006-04-01,,20.833333333333336,17.098445595854923,74.58333333333333,50.83333333333333,,-0.8333333333333321,-8.691028088355605,-1.6666666666666714,26.25,27.094940110751203,
2006-05-01,,32.916666666666664,35.051546391752574,66.25,44.583333333333336,,13.749999999999996,19.344740109030063,-21.66666666666667,0.4166666666666785,15.23543798723037,
2006-06-01,,36.25,43.07692307692308,74.16666666666667,69.16666666666667,,18.333333333333332,29.01442307692308,-6.25,26.66666666666667,18.797238962385652,
2006-07-01,,42.91666666666666,26.53061224489796,82.5,69.58333333333333,,22.08333333333332,9.432166649043037,7.916666666666671,18.75,25.330159239168182,
2006-08-01,,41.25,27.411167512690355,86.66666666666667,59.583333333333336,,8.333333333333336,-7.640378879062219,20.41666666666667,15.0,25.60935275906103,
2006-09-01,,36.66666666666666,26.767676767676768,96.66666666666669,53.75,,0.4166666666666572,-16.309246309246312,22.500000000000014,-15.416666666666671,30.883632548229233,
2006-10-01,,33.75,23.618090452261303,97.91666666666666,63.33333333333333,,-9.166666666666657,-2.9125217926366567,15.416666666666657,-6.25,33.4025650241871,
2006-11-01,,41.25,14.000000000000002,96.66666666666669,74.16666666666667,,0.0,-13.411167512690353,10.000000000000014,14.583333333333336,36.351446491674,
2006-12-01,,43.333333333333336,20.39800995024876,90.41666666666669,65.41666666666667,,6.6666666666666785,-6.369666817428008,-6.25,11.666666666666671,29.97892966804326,
2007-01-01,,51.66666666666667,14.356435643564357,93.33333333333331,82.08333333333333,,17.91666666666667,-9.261654808696946,-4.583333333333343,18.75,35.36026913618371,
2007-02-01,,47.083333333333336,17.24137931034483,87.08333333333333,73.33333333333333,,5.833333333333336,3.2413793103448274,-9.583333333333357,-0.8333333333333428,30.81243399962702,
2007-03-01,,43.75,60.78431372549019,73.75,72.5,,0.4166666666666643,40.38630377524143,-16.666666666666686,7.083333333333329,13.915396657270717,
2007-04-01,,46.66666666666666,37.073170731707314,72.08333333333333,78.75,,-5.000000000000014,22.716735088142958,-21.249999999999986,-3.3333333333333286,19.946796764918297,56.14035087719298
2007-05-01,,40.41666666666666,34.46601941747573,71.25,68.75,,-6.6666666666666785,17.2246401071309,-15.833333333333329,-4.583333333333329,18.98153703160203,89.03508771929825
2007-06-01,,46.25,33.81642512077295,68.33333333333333,77.91666666666667,,2.5,-26.967888604717245,-5.416666666666671,5.416666666666671,20.151785917350068,75.0
2007-07-01,,44.583333333333336,44.230769230769226,70.41666666666667,74.58333333333333,,-2.0833333333333215,7.157598499061912,-1.6666666666666572,-4.166666666666671,16.309061631989138,69.2982456140351
2007-08-01,,50.83333333333333,95.21531100478468,60.41666666666666,80.41666666666667,,10.416666666666671,60.74929158730895,-10.833333333333343,11.666666666666671,19.930544717708717,43.42105263157895
2007-09-01,,55.00000000000001,84.28571428571429,46.25,68.75,,8.750000000000007,50.469289164941344,-22.08333333333333,-9.166666666666671,16.62729192426397,61.40350877192983
2007-10-01,30.0,60.83333333333333,71.56398104265402,39.16666666666666,60.83333333333333,,16.249999999999993,27.333211811884794,-31.250000000000014,-13.75,17.221715441513535,66.22807017543859
2007-11-01,100.0,62.91666666666666,94.33962264150944,31.666666666666664,50.41666666666666,,12.083333333333329,-0.8756883632752448,-28.749999999999993,-30.000000000000014,29.037964379609996,74.56140350877193
2007-12-01,66.66666666666666,70.0,89.67136150234741,30.833333333333336,68.75,,14.999999999999993,5.385647216633117,-15.416666666666664,0.0,21.3172916071953,87.28070175438597
