date,DFM_F1,DFM_F2
2003-07-01,-0.29286671530562747,7.952127701150715
2003-08-01,-1.1400382938154,8.776092460308512
2003-09-01,-1.5758421077227034,8.778707293199313
2003-10-01,-0.8746320308931407,6.731187735315752
2003-11-01,-0.732201907296515,5.007837740378583
2003-12-01,-1.3341193135194311,4.735552885465147
2004-01-01,-1.4842602698754876,4.778053161661933
2004-02-01,-1.6754678654307695,4.574759688039949
2004-03-01,-1.623117156602855,4.143771594652046
2004-04-01,-2.371324009844113,4.438438228089306
2004-05-01,-2.908189679192602,4.473335998904231
2004-06-01,-2.71439662419292,3.8918661837716026
2004-07-01,-1.9852538466447047,2.50493087379361
2004-08-01,-1.5364485275548676,1.7625533238829914
2004-09-01,-1.4522676891028965,1.3066822931802613
2004-10-01,-1.6350659069338347,1.6206720034759077
2004-11-01,-1.4914426336021658,1.2190085771326427
2004-12-01,-1.134373280824676,0.46861488737682
2005-01-01,-0.3184247302840807,-0.8856388863618347
2005-02-01,-0.08869372986933563,-1.4739147262684669
2005-03-01,-0.45895910973454046,-1.3026859674022102
2005-04-01,-0.666905032782418,-1.1161345093299924
2005-05-01,-0.03062990721408909,-1.9093892365725977
2005-06-01,0.3222984274302491,-2.8858831086209746
2005-07-01,0.14669724425203812,-2.5218784845814595
2005-08-01,-0.28484327070287807,-2.0935422399854766
2005-09-01,-0.4925962578653661,-0.26936524260687866
2005-10-01,0.15107556543669481,-0.7377553625482736
2005-11-01,0.8773506019120711,-1.8878229249579126
2005-12-01,0.3943098562218007,-2.6706181187676603
2006-01-01,-0.6122453029039734,-2.476189525001189
2006-02-01,-0.44492341176738226,-3.3522272928879193
2006-03-01,-0.7039016720021298,-3.106325035158688
2006-04-01,-0.8620536068995215,-2.43674316991679
2006-05-01,-0.7935746453928241,-1.401365775787049
2006-06-01,-0.15494489543214918,-2.0715135128073947
2006-07-01,0.5670188684148898,-2.6296415175239365
2006-08-01,0.5443560358301862,-2.8161594663853866
2006-09-01,1.1708752502606594,-4.157189435499054
2006-10-01,1.3458337482233471,-4.637732448189597
2006-11-01,1.3953129099772734,-4.169214758748677
2006-12-01,0.971886697348439,-3.2777146610126775
2007-01-01,1.5026351834379876,-3.4075643245732725
2007-02-01,0.9900005060011671,-2.841465062164719
2007-03-01,0.39803819728476486,-2.153674920147906
2007-04-01,0.4711794090704227,-1.9870549668406658
2007-05-01,0.2212776446685439,-2.0864486157511055
2007-06-01,0.32175489939667723,-1.7716936388924618
2007-07-01,0.35711139639458295,-1.879031424229967
2007-08-01,0.025048208059422983,-1.0114303054460088
2007-09-01,-0.4005484700792014,0.18538868575196366
2007-10-01,-0.7527268947892294,1.2297690341943106
2007-11-01,-1.5509291908961442,2.774443011239091
2007-12-01,-1.0283179629814503,3.3776879653434415
2008-01-01,-1.9299256545549466,4.85304728694811
2008-02-01,-3.1481606592360425,7.158702420862516
2008-03-01,-2.8353419030194487,7.59062627907383
2008-04-01,-1.9012039100181775,6.223979470758989
2008-05-01,-0.3594695511385215,5.042514326285936
2008-06-01,-0.1298095024157482,5.0908451075658965
2008-07-01,-0.5707883485137061,6.755036781562655
2008-08-01,0.18144203922150404,7.394904733990119
2008-09-01,0.45710157363427273,8.28670453194894
2008-10-01,0.38380556379347036,10.343819048937176
2008-11-01,2.163022245376713,9.188148278291534
2008-12-01,5.088097513032151,5.804224556227127
2009-01-01,6.631910599033992,4.798121994159834
2009-02-01,7.399188634525303,5.03326480463371
2009-03-01,6.902104617270587,6.320133148435574
2009-04-01,7.031931963404353,6.150395430667361
2009-05-01,6.379064684522989,5.983259499835484
2009-06-01,5.580217725383252,5.960497221176411
2009-07-01,5.50964114596321,4.698491202102672
2009-08-01,5.346456998269728,3.700648173304784
2009-09-01,5.255564832415346,2.988474544931193
2009-10-01,4.322558800551922,3.4611198239931285
2009-11-01,2.100611128091975,5.575675586726561
2009-12-01,0.7466322452251726,6.367230891673057
2010-01-01,0.0458288636513704,6.064428060951866
2010-02-01,0.10891688318508705,5.029092303377482
2010-03-01,-0.03267266350128835,4.307876608413244
2010-04-01,-0.21441991540194627,3.7249899624975535
2010-05-01,-0.277500359381621,2.4417446039013426
2010-06-01,0.0678726804260057,1.2352467776250882
2010-07-01,0.0031966492618682313,1.0009643193633013
2010-08-01,0.2800104704016807,0.5389798058745974
2010-09-01,-0.020858337319861697,0.6113066960217673
2010-10-01,-0.4679772515155521,0.6486730029033876
2010-11-01,-1.1635107328308898,1.4489112963193067
2010-12-01,-2.595972150786927,2.764561031225979
2011-01-01,-3.141095382225782,3.2727505735322318
2011-02-01,-3.514509673328915,3.2974037603066866
2011-03-01,-3.279884720070386,2.5880338798157614
2011-04-01,-3.434208493973689,2.8382270136932317
2011-05-01,-3.078942104098723,2.9094906384366936
2011-06-01,-3.0091443845139505,3.0760134156594447
2011-07-01,-3.1441685417759775,3.057877906771863
2011-08-01,-2.4283590051615076,1.563171891566677
2011-09-01,-1.9279882331864822,0.6344878932538167
2011-10-01,-2.024420524179396,0.6592179359053849
2011-11-01,-2.821201759937784,1.2836045218699466
2011-12-01,-3.0826066147816342,1.4695540992204705
2012-01-01,-3.084321065413452,1.0284955961482498
2012-02-01,-3.203192101988699,0.9599772330324209
2012-03-01,-3.3900863594835307,1.106703138449364
2012-04-01,-2.963888467405106,0.5651536315485701
2012-05-01,-2.0568776133815354,-0.6205125276055129
2012-06-01,-1.3219108389583574,-1.5935863183702863
2012-07-01,-1.208003751978348,-1.8185119937870258
2012-08-01,-2.0366067045714784,-0.4757615092202252
2012-09-01,-2.606072881203543,0.36219222292147024
2012-10-01,-2.68255061088866,0.6797101742768372
2012-11-01,-1.8714540490751297,-0.1182840248381607
2012-12-01,-1.96059947249422,-0.055457470631613506
2013-01-01,-2.2664266458293802,0.5704973271346361
2013-02-01,-3.1365979578229863,1.0983333636399095
2013-03-01,-2.7714354553924596,0.41403458669805304
2013-04-01,-1.922260670086474,-0.9757045468694923
2013-05-01,-2.3623468644469474,-0.35667528153376393
2013-06-01,-3.182993044891175,0.9530921245138652
2013-07-01,-4.088594135644831,2.399419803533104
2013-08-01,-4.022835243909254,2.1117485357882355
2013-09-01,-3.5158577409834897,1.0608726266661288
2013-10-01,-2.6359783380105672,-0.13964828409719698
2013-11-01,-3.0027231406878108,0.26220281339640245
2013-12-01,-3.2173147790492846,1.0090542176586972
2014-01-01,-3.519107980985008,0.8944105315918325
2014-02-01,-2.67346876516332,0.02678846617542796
2014-03-01,-2.7295103814666417,-0.14130986664045425
2014-04-01,-3.251374411279951,0.21547931797476585
2014-05-01,-3.276884992230998,0.10642345008554957
2014-06-01,-3.362519073880883,-0.023481913482901188
2014-07-01,-3.2052009448208154,-0.39893088099885016
2014-08-01,-3.09236489729941,-0.6909880627073178
2014-09-01,-3.339721464138517,-0.7136751412056146
2014-10-01,-3.3724403950607433,-0.9500911131563755
2014-11-01,-3.0643200988544286,-1.2562829082962943
2014-12-01,-2.3193869109024727,-2.676686450323671
2015-01-01,-1.4043524011961646,-3.979888373963032
2015-02-01,-1.616518796411151,-3.62683260162417
2015-03-01,-2.0331925009520875,-2.8540280243218326
2015-04-01,-2.110898763649507,-2.2862753981182573
2015-05-01,-2.686722842601728,-1.6822355627138197
2015-06-01,-2.889046444085292,-1.4374961307111445
2015-07-01,-2.9600542641993317,-1.5267211424024179
2015-08-01,-2.206317957455552,-2.6409157275303317
2015-09-01,-1.8450086040475715,-3.077081557214391
2015-10-01,-1.85054180791948,-3.011304986202526
2015-11-01,-2.1678030057077278,-2.448109359988724
2015-12-01,-1.8317314459394665,-2.8027500703727006
2016-01-01,-1.8959205670109978,-2.595687447890275
2016-02-01,-1.269570526245438,-3.3670831282409326
2016-03-01,-1.3924176934367716,-3.149760057014165
2016-04-01,-1.7028368095612336,-2.6862619620584502
2016-05-01,-1.754964172106748,-2.6431414239184354
2016-06-01,-1.4324715690151946,-2.8035353354053503
2016-07-01,-1.0958595606618853,-3.4270958428764327
2016-08-01,-1.1870867574489687,-3.2282653808379833
2016-09-01,-1.6556454213855738,-2.498624463755704
2016-10-01,-1.9229191372942573,-2.018326060076341
2016-11-01,-2.575280686208342,-1.3051584556140559
2016-12-01,-2.8046562107628477,-0.713626020542366
2017-01-01,-2.7317913457527343,-0.8104394350275449
2017-02-01,-2.6771256800753123,-1.2133449130348097
2017-03-01,-2.109719522597952,-2.5249714394371754
2017-04-01,-1.7277556281864466,-3.38593844719387
2017-05-01,-1.1378290599259155,-3.932962337140634
2017-06-01,-0.40724044673928184,-4.932557612075163
2017-07-01,-0.397855384966073,-4.3279809854818865
2017-08-01,-0.3126131210407026,-4.24236714905023
2017-09-01,-0.4289515526907142,-3.668276754381427
2017-10-01,-0.1511598432380972,-4.205921432198447
2017-11-01,0.059170745402304825,-4.368241218400197
2017-12-01,0.16164531492296647,-4.93736506854757
2018-01-01,0.18823604513791625,-5.0328287822316256
2018-02-01,-0.5929007330180196,-3.9625056965707364
2018-03-01,-0.5621201481680757,-4.119398785411365
2018-04-01,-0.37890459055584813,-4.491303201777982
2018-05-01,-0.42408377343735726,-4.455663148865174
2018-06-01,-0.21703143204112774,-4.4972266612330545
2018-07-01,-0.20689280124859702,-4.672085898023719
2018-08-01,-0.11308042027787148,-4.998529296870497
2018-09-01,0.019932135722698627,-5.344771495479108
2018-10-01,0.06394008856935801,-5.0477557110041165
2018-11-01,0.6249711130739152,-5.4940889761402705
2018-12-01,1.2992208323707377,-5.9972962975927535
2019-01-01,2.1778251532207595,-7.030653989190888
2019-02-01,2.080647753364477,-6.849116717193001
2019-03-01,1.549299425229336,-5.939880952621211
2019-04-01,1.155979624991165,-5.500251260965737
2019-05-01,1.417092348525735,-5.621922647948379
2019-06-01,1.2998830429820958,-5.183293776768076
2019-07-01,1.4961089793521967,-5.0362120559127685
2019-08-01,1.4292402222461214,-4.960049743004753
2019-09-01,1.2831726063801487,-4.862572320908033
2019-10-01,0.18221522456750883,-2.622332852129866
2019-11-01,-1.0752510139346183,-0.004582786977841202
2019-12-01,-1.169113728292081,0.9076791174515835
2020-01-01,-1.2879420326007895,1.2857889925475903
2020-02-01,-0.7061320882695457,0.2604145006254993
2020-03-01,5.058493939261522,6.675059816098693
2020-04-01,17.403296433803362,12.384237433762443
2020-05-01,15.223929897381586,11.087049825236129
2020-06-01,11.18543926201203,8.814523495385544
2020-07-01,8.39558930502642,7.2699764283439805
2020-08-01,6.426011354373719,6.0797641812937755
2020-09-01,5.306502340141506,5.51025302641242
2020-10-01,4.19896206633268,4.988309743681883
2020-11-01,3.9540637067810023,4.47537493644265
2020-12-01,3.507307939454608,4.9339923220663
2021-01-01,3.042648960733978,5.303736961733589
2021-02-01,2.147297192062929,6.405643765665424
2021-03-01,0.34542976781516654,7.7113305561722605
2021-04-01,-5.492329464899752,6.292826077517846
2021-05-01,-5.49908323220864,6.84046418600291
2021-06-01,-4.11139005724221,5.710925276237813
2021-07-01,-3.579063105432351,4.272682582887381
2021-08-01,-3.1371163357595133,3.9675700687088997
2021-09-01,-3.6779170066125535,4.832808507541131
2021-10-01,-4.869684697836957,6.629941947341932
2021-11-01,-5.214658866170413,6.25012102378555
2021-12-01,-4.768924538476996,4.32829463766956
2022-01-01,-4.666491229102222,4.087052425070917
2022-02-01,-4.173360417222289,3.1608714624402015
2022-03-01,-3.8446381245933714,2.7094509207003843
2022-04-01,-3.3660722708433424,1.7627765322017093
2022-05-01,-3.5303887063330457,2.150875869339103
2022-06-01,-3.2523260742515108,1.7641053383369203
2022-07-01,-1.491529669832115,-0.8423061751466792
2022-08-01,0.19066205548429505,-3.3053417690561644
2022-09-01,0.1329654470618275,-3.113732873783898
2022-10-01,0.4380302999492802,-3.4854829541800445
2022-11-01,1.5720243417365487,-5.128145588521359
2022-12-01,2.35239996951908,-6.1321212764351
2023-01-01,2.319868089285362,-6.097828439719574
2023-02-01,2.5207509430352735,-6.1549368264027695
2023-03-01,2.531174170049679,-5.818024339396461
2023-04-01,2.3255770018914905,-5.355824483486652
2023-05-01,2.52869413212939,-5.429944733792535
2023-06-01,3.997323496990443,-7.639298096391484
2023-07-01,4.065185818024296,-7.455852504750048
2023-08-01,3.3231098195271054,-5.981471705455299
2023-09-01,2.1606307862424963,-4.2267128873825
2023-10-01,1.0321206194989285,-2.449236106261865
2023-11-01,1.383063447682116,-3.2858891699764694
2023-12-01,1.495384821105495,-3.4664348759412036
2024-01-01,1.7839864004622707,-3.902510575691998
2024-02-01,1.6149039901416553,-3.603076760277588
2024-03-01,1.470636478347397,-3.256953629739375
2024-04-01,1.6955219534827886,-3.5444527692761887
2024-05-01,1.6321012798504562,-3.3578006242483025
2024-06-01,1.9091816393366379,-3.526515332613777
2024-07-01,1.6269759648792625,-2.706803727077467
2024-08-01,1.1778321721424099,-1.9222360660994697
2024-09-01,0.39154860697057947,-0.7324371377437688
2024-10-01,0.36900952142437177,-0.7620268318419429
2024-11-01,0.5385395036365864,-1.0130052715169025
2024-12-01,0.4985097076679272,-1.0607248001510283
2025-01-01,-0.1983197309057131,-0.028342303552298276
2025-02-01,0.18374854439539653,-0.5809097328346623
2025-03-01,0.29799003080217995,-0.7348123122958418
2025-04-01,0.20220580575326963,-0.4850235294679208
2025-05-01,-0.017015816785554194,-0.005837595014856922
2025-06-01,0.006889435643140734,-0.06652464036197177
2025-07-01,0.305377041963825,-0.5660271450357859
2025-08-01,0.07963975433666531,-0.19567732416056405
2025-09-01,0.06622481034355523,-0.11663235454368896
2025-10-01,0.27554181246544335,-0.39398039074433056
2025-11-01,0.2637143077656125,-0.42357787341790903
2025-12-01,-0.1243240872983962,0.1447887416901797
2026-01-01,-0.23666383207707964,0.1668575762090978
2026-02-01,-0.21684137533828565,0.05906381083919705
2026-03-01,-0.5338636286445881,-0.3952075578959892
