date,inflation_yoy,unemployment_change,ip_employment_proxy,cli_stress,cli_momentum,real_rate,yield_spread,rate_change,indpro_growth,country,RECESSION
2019-01-01,-33.333333333333336,-0.20000000000000018,0.7548404165764744,2.1468299999999942,0.8019800000000004,34.251553333333334,-0.40388,0.39572000000000007,0.7548404165764744,GBR,0
2019-01-01,-7.208466214272002,-0.3999999999999986,-2.522928325204621,0.5994799999999998,0.23093000000000075,6.900466214272003,-0.958,0.020454499999999987,-2.522928325204621,FRA,0
2019-01-01,,-0.47940300000000047,19.619263609293824,0.5432700000000068,0.027590000000003556,,-0.20100000000000007,0.2799999999999998,19.619263609293824,AUS,0
2019-01-01,-1.3725433837530998,-0.2999999999999998,0.6888924478358427,0.0037399999999934153,0.5822399999999988,1.0645433837530998,-0.4407273,0.020454499999999987,0.6888924478358427,DEU,0
2019-01-01,-85.71428571428571,0.10000000000000009,0.022240957752472923,-0.1308999999999969,0.2132000000000005,85.74428571428571,0.03,-0.038000000000000006,0.022240957752472923,JPN,0
2019-02-01,-86.66666666666667,-0.10000000000000009,0.41835572882463756,-0.05339999999999634,0.23740000000000805,86.69666666666667,0.045,-0.038000000000000006,0.41835572882463756,JPN,0
2019-02-01,-31.271433383292756,-0.2999999999999998,0.669477542107022,0.43274999999999864,0.5830500000000001,33.761433383292754,-0.18999999999999995,0.7100000000000002,0.669477542107022,USA,0
2019-02-01,34.89733264517363,-0.2999999999999998,2.7747389406373113,0.22047000000000594,0.6296700000000044,-35.20578264517363,-0.36395,0.020050000000000012,2.7747389406373113,DEU,0
2019-02-01,,-0.5894219999999999,18.056462201045264,0.44405999999999324,-0.13756000000000768,,-0.16599999999999993,0.18999999999999995,18.056462201045264,AUS,0
2019-02-01,,-0.20000000000000018,0.902731698508541,1.4796400000000034,0.5634200000000078,,-0.24236799999999992,0.5025,0.902731698508541,CAN,0
2019-02-01,-28.000000000000004,-0.40000000000000036,0.8356176496595591,2.2326500000000067,0.5472100000000069,28.875980000000002,-0.3630200000000001,0.32914999999999994,0.8356176496595591,GBR,0
2019-02-01,11.28774733342006,-0.6000000000000014,-0.9367259235404157,0.5087199999999967,-0.031130000000004543,-11.596197333420061,-0.85845,0.020050000000000012,-0.9367259235404157,FRA,0
2019-03-01,-21.739130434782606,-0.40000000000000036,-5.123807341086817,2.2523099999999943,0.28940000000000055,22.579130434782606,-0.35,0.21158,-5.123807341086817,GBR,0
